driver_name,driverId,dob,nationality,dob_formatted,raceId,grid,results_position,positionText,positionOrder,total_results_points,results_laps,fastestLap,rank,race_time,results_fastestlaptime,fastestLapSpeed,statusId,status,year,round,circuitId,races_name,date,dstnd_points,dstnd_position,wins,driver_country,race_country,avg_lap_time,winner_name,win_ratio
Nico Rosberg,3,6/27/1985,German,1985,48.0,8.0,6.0,6,6.0,3.0,53.0,52.0,8.0,4783616.0,01:24.5,246.884,1.0,Finished,2007,13.0,14.0,Italian Grand Prix,2007-09-09,12.0,10.0,0.0,Germany,Italy,90256.90566037736,N/A,0.0
Nico Rosberg,3,6/27/1985,German,1985,49.0,5.0,6.0,6,6.0,3.0,44.0,29.0,9.0,4915942.0,01:49.8,229.704,1.0,Finished,2007,14.0,13.0,Belgian Grand Prix,2007-09-16,15.0,9.0,0.0,Germany,Belgium,111725.95454545454,N/A,0.0
Nico Rosberg,3,6/27/1985,German,1985,52.0,10.0,4.0,4,4.0,5.0,71.0,56.0,7.0,5358118.0,01:13.2,212.036,1.0,Finished,2007,17.0,18.0,Brazilian Grand Prix,2007-10-21,20.0,9.0,0.0,Germany,Brazil,75466.45070422535,N/A,0.0
Nico Rosberg,3,6/27/1985,German,1985,53.0,12.0,7.0,7,7.0,2.0,57.0,42.0,1.0,5449248.0,01:32.4,210.838,1.0,Finished,2006,1.0,3.0,Bahrain Grand Prix,2006-03-12,2.0,7.0,0.0,Germany,Bahrain,95600.84210526316,N/A,0.0
Nico Rosberg,3,6/27/1985,German,1985,56.0,13.0,11.0,11,11.0,0.0,62.0,30.0,15.0,5546161.0,01:26.4,206.581,1.0,Finished,2006,4.0,21.0,San Marino Grand Prix,2006-04-23,2.0,13.0,0.0,Germany,Italy,89454.20967741935,N/A,0.0
Nico Rosberg,3,6/27/1985,German,1985,57.0,22.0,7.0,7,7.0,2.0,60.0,48.0,7.0,5833330.0,01:33.6,198.044,1.0,Finished,2006,5.0,20.0,European Grand Prix,2006-05-07,4.0,13.0,0.0,Germany,Europe,97222.16666666667,N/A,0.0
Nico Rosberg,3,6/27/1985,German,1985,60.0,12.0,9.0,9,9.0,0.0,60.0,47.0,9.0,5230935.0,01:22.9,223.209,1.0,Finished,2006,8.0,9.0,British Grand Prix,2006-06-11,4.0,14.0,0.0,Germany,United Kingdom,87182.25,N/A,0.0
Nico Rosberg,3,6/27/1985,German,1985,337.0,5.0,5.0,5,5.0,10.0,49.0,45.0,13.0,6000609.0,02:00.2,188.599,1.0,Finished,2010,1.0,3.0,Bahrain Grand Prix,2010-03-14,10.0,5.0,0.0,Germany,Bahrain,122461.40816326531,N/A,0.0
Nico Rosberg,3,6/27/1985,German,1985,338.0,6.0,5.0,5,5.0,10.0,58.0,53.0,2.0,5633214.0,01:28.5,215.742,1.0,Finished,2010,2.0,1.0,Australian Grand Prix,2010-03-28,20.0,5.0,0.0,Germany,Australia,97124.37931034483,N/A,0.0
Nico Rosberg,3,6/27/1985,German,1985,339.0,2.0,3.0,3,3.0,15.0,56.0,53.0,8.0,5641916.0,01:38.1,203.352,1.0,Finished,2010,3.0,2.0,Malaysian Grand Prix,2010-04-04,35.0,5.0,0.0,Germany,Malaysia,100748.5,N/A,0.0
Nico Rosberg,3,6/27/1985,German,1985,340.0,4.0,3.0,3,3.0,15.0,56.0,14.0,5.0,6411647.0,01:43.2,190.068,1.0,Finished,2010,4.0,17.0,Chinese Grand Prix,2010-04-18,50.0,2.0,0.0,Germany,China,114493.69642857143,N/A,0.0
Nico Rosberg,3,6/27/1985,German,1985,342.0,6.0,7.0,7,7.0,6.0,78.0,65.0,7.0,6620006.0,01:16.0,158.295,1.0,Finished,2010,6.0,6.0,Monaco Grand Prix,2010-05-16,56.0,8.0,0.0,Germany,Monaco,84871.8717948718,N/A,0.0
Nico Rosberg,3,6/27/1985,German,1985,343.0,6.0,5.0,5,5.0,10.0,58.0,52.0,9.0,5359886.0,01:30.0,213.574,1.0,Finished,2010,7.0,5.0,Turkish Grand Prix,2010-05-30,66.0,8.0,0.0,Germany,Turkey,92411.8275862069,N/A,0.0
Nico Rosberg,3,6/27/1985,German,1985,344.0,10.0,6.0,6,6.0,8.0,70.0,68.0,3.0,5689540.0,01:17.8,201.711,1.0,Finished,2010,8.0,7.0,Canadian Grand Prix,2010-06-13,74.0,6.0,0.0,Germany,Canada,81279.14285714286,N/A,0.0
Nico Rosberg,3,6/27/1985,German,1985,345.0,12.0,10.0,10,10.0,1.0,57.0,57.0,9.0,6073953.0,01:39.9,195.322,1.0,Finished,2010,9.0,12.0,European Grand Prix,2010-06-27,75.0,7.0,0.0,Germany,Europe,106560.57894736843,N/A,0.0
Nico Rosberg,3,6/27/1985,German,1985,346.0,5.0,3.0,3,3.0,15.0,52.0,50.0,7.0,5099507.0,01:33.0,228.156,1.0,Finished,2010,10.0,9.0,British Grand Prix,2010-07-11,90.0,6.0,0.0,Germany,United Kingdom,98067.44230769231,N/A,0.0
Nico Rosberg,3,6/27/1985,German,1985,349.0,14.0,6.0,6,6.0,8.0,44.0,31.0,10.0,5356627.0,01:51.7,225.757,1.0,Finished,2010,13.0,13.0,Belgian Grand Prix,2010-08-29,102.0,8.0,0.0,Germany,Belgium,121741.52272727272,N/A,0.0
Nico Rosberg,3,6/27/1985,German,1985,350.0,7.0,5.0,5,5.0,10.0,53.0,52.0,3.0,4614514.0,01:24.5,246.828,1.0,Finished,2010,14.0,14.0,Italian Grand Prix,2010-09-12,112.0,7.0,0.0,Germany,Italy,87066.30188679245,N/A,0.0
Nico Rosberg,3,6/27/1985,German,1985,351.0,7.0,5.0,5,5.0,10.0,61.0,55.0,8.0,7122973.0,01:50.1,165.837,1.0,Finished,2010,15.0,15.0,Singapore Grand Prix,2010-09-26,122.0,7.0,0.0,Germany,Singapore,116770.04918032787,N/A,0.0
Nico Rosberg,3,6/27/1985,German,1985,354.0,13.0,6.0,6,6.0,8.0,71.0,65.0,5.0,5627123.0,01:14.2,209.107,1.0,Finished,2010,18.0,18.0,Brazilian Grand Prix,2010-11-07,130.0,7.0,0.0,Germany,Brazil,79255.25352112677,N/A,0.0
Nico Rosberg,3,6/27/1985,German,1985,355.0,9.0,4.0,4,4.0,12.0,55.0,52.0,3.0,6007584.0,01:41.7,196.58,1.0,Finished,2010,19.0,24.0,Abu Dhabi Grand Prix,2010-11-14,142.0,7.0,0.0,Germany,United Arab Emirates,109228.8,N/A,0.0
Nico Rosberg,3,6/27/1985,German,1985,843.0,4.0,5.0,5,5.0,10.0,56.0,41.0,5.0,5831674.0,01:41.2,193.974,1.0,Finished,2011,3.0,17.0,Chinese Grand Prix,2011-04-17,10.0,9.0,0.0,Germany,China,104137.03571428571,N/A,0.0
Nico Rosberg,3,6/27/1985,German,1985,844.0,3.0,5.0,5,5.0,10.0,58.0,47.0,7.0,5465097.0,01:30.6,212.169,1.0,Finished,2011,4.0,5.0,Turkish Grand Prix,2011-05-08,20.0,9.0,0.0,Germany,Turkey,94225.81034482758,N/A,0.0
Nico Rosberg,3,6/27/1985,German,1985,847.0,6.0,11.0,11,11.0,0.0,70.0,69.0,9.0,14729991.0,01:20.1,196.07,1.0,Finished,2011,7.0,7.0,Canadian Grand Prix,2011-06-12,26.0,10.0,0.0,Germany,Canada,210428.44285714286,N/A,0.0
Nico Rosberg,3,6/27/1985,German,1985,848.0,7.0,7.0,7,7.0,6.0,57.0,53.0,12.0,6074259.0,01:43.6,188.215,1.0,Finished,2011,8.0,12.0,European Grand Prix,2011-06-26,32.0,7.0,0.0,Germany,Europe,106565.94736842105,N/A,0.0
Nico Rosberg,3,6/27/1985,German,1985,849.0,9.0,6.0,6,6.0,8.0,52.0,32.0,13.0,5381861.0,01:37.1,218.47,1.0,Finished,2011,9.0,9.0,British Grand Prix,2011-07-10,40.0,7.0,0.0,Germany,United Kingdom,103497.32692307692,N/A,0.0
Nico Rosberg,3,6/27/1985,German,1985,852.0,5.0,6.0,6,6.0,8.0,44.0,39.0,8.0,5253567.0,01:52.3,224.601,1.0,Finished,2011,12.0,13.0,Belgian Grand Prix,2011-08-28,56.0,7.0,0.0,Germany,Belgium,119399.25,N/A,0.0
Nico Rosberg,3,6/27/1985,German,1985,855.0,23.0,10.0,10,10.0,1.0,53.0,50.0,3.0,5497749.0,01:36.6,216.378,1.0,Finished,2011,15.0,22.0,Japanese Grand Prix,2011-10-09,63.0,7.0,0.0,Germany,Japan,103731.11320754717,N/A,0.0
Nico Rosberg,3,6/27/1985,German,1985,856.0,7.0,8.0,8,8.0,4.0,55.0,49.0,9.0,5936047.0,01:41.8,198.624,1.0,Finished,2011,16.0,35.0,Korean Grand Prix,2011-10-16,67.0,7.0,0.0,Germany,South Korea,107928.12727272727,N/A,0.0
Nico Rosberg,3,6/27/1985,German,1985,857.0,7.0,6.0,6,6.0,8.0,60.0,59.0,6.0,5501853.0,01:28.6,208.239,1.0,Finished,2011,17.0,68.0,Indian Grand Prix,2011-10-30,75.0,7.0,0.0,Germany,India,91697.55,N/A,0.0
Nico Rosberg,3,6/27/1985,German,1985,858.0,7.0,6.0,6,6.0,8.0,55.0,55.0,7.0,5884203.0,01:44.0,192.266,1.0,Finished,2011,18.0,24.0,Abu Dhabi Grand Prix,2011-11-13,83.0,7.0,0.0,Germany,United Arab Emirates,106985.5090909091,N/A,0.0
Nico Rosberg,3,6/27/1985,German,1985,860.0,7.0,12.0,12,12.0,0.0,58.0,53.0,14.0,5707207.0,01:30.9,209.948,1.0,Finished,2012,1.0,1.0,Australian Grand Prix,2012-03-18,0.0,12.0,0.0,Germany,Australia,98400.12068965517,N/A,0.0
Nico Rosberg,3,6/27/1985,German,1985,861.0,7.0,13.0,13,13.0,0.0,56.0,51.0,11.0,9970405.0,01:41.9,195.898,1.0,Finished,2012,2.0,2.0,Malaysian Grand Prix,2012-03-25,0.0,15.0,0.0,Germany,Malaysia,178042.94642857142,N/A,0.0
Nico Rosberg,3,6/27/1985,German,1985,862.0,1.0,1.0,1,1.0,25.0,56.0,40.0,8.0,5786929.0,01:41.0,194.356,1.0,Finished,2012,3.0,17.0,Chinese Grand Prix,2012-04-15,25.0,6.0,1.0,Germany,China,103338.01785714286,Nico Rosberg,0.16666666666666666
Nico Rosberg,3,6/27/1985,German,1985,863.0,5.0,5.0,5,5.0,10.0,57.0,41.0,10.0,5766450.0,01:38.1,198.646,1.0,Finished,2012,4.0,3.0,Bahrain Grand Prix,2012-04-22,35.0,6.0,1.0,Germany,Bahrain,101165.78947368421,N/A,0.16666666666666666
Nico Rosberg,3,6/27/1985,German,1985,864.0,6.0,7.0,7,7.0,6.0,66.0,45.0,7.0,6027064.0,01:28.1,190.107,1.0,Finished,2012,5.0,4.0,Spanish Grand Prix,2012-05-13,41.0,7.0,1.0,Germany,Spain,91319.15151515152,N/A,0.14285714285714285
Nico Rosberg,3,6/27/1985,German,1985,865.0,2.0,2.0,2,2.0,18.0,78.0,46.0,7.0,6367200.0,01:19.0,152.246,1.0,Finished,2012,6.0,6.0,Monaco Grand Prix,2012-05-27,59.0,5.0,1.0,Germany,Monaco,81630.76923076923,N/A,0.2
Nico Rosberg,3,6/27/1985,German,1985,866.0,5.0,6.0,6,6.0,8.0,70.0,67.0,7.0,5563428.0,01:17.1,203.732,1.0,Finished,2012,7.0,7.0,Canadian Grand Prix,2012-06-10,67.0,5.0,1.0,Germany,Canada,79477.54285714286,N/A,0.2
Nico Rosberg,3,6/27/1985,German,1985,867.0,6.0,6.0,6,6.0,8.0,57.0,54.0,1.0,6277825.0,01:42.2,190.953,1.0,Finished,2012,8.0,12.0,European Grand Prix,2012-06-24,75.0,5.0,1.0,Germany,Europe,110137.28070175438,N/A,0.2
Nico Rosberg,3,6/27/1985,German,1985,868.0,11.0,15.0,15,15.0,0.0,52.0,49.0,11.0,5168682.0,01:35.7,221.489,1.0,Finished,2012,9.0,9.0,British Grand Prix,2012-07-08,75.0,6.0,1.0,Germany,United Kingdom,99397.73076923077,N/A,0.16666666666666666
Nico Rosberg,3,6/27/1985,German,1985,869.0,21.0,10.0,10,10.0,1.0,67.0,59.0,3.0,5514751.0,01:19.1,208.158,1.0,Finished,2012,10.0,10.0,German Grand Prix,2012-07-22,76.0,6.0,1.0,Germany,Germany,82309.71641791044,N/A,0.16666666666666666
Nico Rosberg,3,6/27/1985,German,1985,870.0,13.0,10.0,10,10.0,1.0,69.0,58.0,9.0,6116737.0,01:25.8,183.753,1.0,Finished,2012,11.0,11.0,Hungarian Grand Prix,2012-07-29,77.0,6.0,1.0,Germany,Hungary,88648.36231884058,N/A,0.16666666666666666
Nico Rosberg,3,6/27/1985,German,1985,871.0,23.0,11.0,11,11.0,0.0,44.0,39.0,2.0,5413641.0,01:53.1,222.992,1.0,Finished,2012,12.0,13.0,Belgian Grand Prix,2012-09-02,77.0,7.0,1.0,Germany,Belgium,123037.29545454546,N/A,0.14285714285714285
Nico Rosberg,3,6/27/1985,German,1985,872.0,6.0,7.0,7,7.0,6.0,53.0,53.0,1.0,4814771.0,01:27.2,239.053,1.0,Finished,2012,13.0,14.0,Italian Grand Prix,2012-09-09,83.0,7.0,1.0,Germany,Italy,90844.7358490566,N/A,0.14285714285714285
Nico Rosberg,3,6/27/1985,German,1985,873.0,10.0,5.0,5,5.0,10.0,59.0,55.0,12.0,7260928.0,01:53.9,160.344,1.0,Finished,2012,14.0,15.0,Singapore Grand Prix,2012-09-23,93.0,7.0,1.0,Germany,Singapore,123066.57627118644,N/A,0.14285714285714285
Nico Rosberg,3,6/27/1985,German,1985,876.0,10.0,11.0,11,11.0,0.0,60.0,59.0,14.0,5552438.0,01:29.5,206.163,1.0,Finished,2012,17.0,68.0,Indian Grand Prix,2012-10-28,93.0,7.0,1.0,Germany,India,92540.63333333333,N/A,0.14285714285714285
Nico Rosberg,3,6/27/1985,German,1985,878.0,17.0,13.0,13,13.0,0.0,56.0,51.0,8.0,5840779.0,01:40.4,197.622,1.0,Finished,2012,19.0,69.0,United States Grand Prix,2012-11-18,93.0,9.0,1.0,Germany,United States,104299.625,N/A,0.1111111111111111
Nico Rosberg,3,6/27/1985,German,1985,881.0,6.0,4.0,4,4.0,12.0,56.0,44.0,8.0,5949321.0,01:40.8,198.052,1.0,Finished,2013,2.0,2.0,Malaysian Grand Prix,2013-03-24,12.0,7.0,0.0,Germany,Malaysia,106237.875,N/A,0.0
Nico Rosberg,3,6/27/1985,German,1985,883.0,1.0,9.0,9,9.0,2.0,57.0,48.0,4.0,5801624.0,01:37.6,199.647,1.0,Finished,2013,4.0,3.0,Bahrain Grand Prix,2013-04-21,14.0,9.0,0.0,Germany,Bahrain,101782.87719298246,N/A,0.0
Nico Rosberg,3,6/27/1985,German,1985,884.0,1.0,6.0,6,6.0,8.0,66.0,56.0,11.0,6024616.0,01:27.6,191.321,1.0,Finished,2013,5.0,4.0,Spanish Grand Prix,2013-05-12,22.0,9.0,0.0,Germany,Spain,91282.06060606061,N/A,0.0
Nico Rosberg,3,6/27/1985,German,1985,885.0,1.0,1.0,1,1.0,25.0,78.0,74.0,6.0,8272056.0,01:18.3,153.51,1.0,Finished,2013,6.0,6.0,Monaco Grand Prix,2013-05-26,47.0,6.0,1.0,Germany,Monaco,106052.0,Nico Rosberg,0.16666666666666666
Nico Rosberg,3,6/27/1985,German,1985,886.0,4.0,5.0,5,5.0,10.0,70.0,70.0,4.0,5598868.0,01:16.5,205.132,1.0,Finished,2013,7.0,7.0,Canadian Grand Prix,2013-06-09,57.0,6.0,1.0,Germany,Canada,79983.82857142857,N/A,0.16666666666666666
Nico Rosberg,3,6/27/1985,German,1985,887.0,2.0,1.0,1,1.0,25.0,52.0,50.0,2.0,5579456.0,01:33.5,226.744,1.0,Finished,2013,8.0,9.0,British Grand Prix,2013-06-30,82.0,6.0,2.0,Germany,United Kingdom,107297.23076923077,Nico Rosberg,0.3333333333333333
Nico Rosberg,3,6/27/1985,German,1985,888.0,11.0,9.0,9,9.0,2.0,60.0,55.0,6.0,6121532.0,01:34.2,196.778,1.0,Finished,2013,9.0,20.0,German Grand Prix,2013-07-07,84.0,6.0,2.0,Germany,Germany,102025.53333333334,N/A,0.3333333333333333
Nico Rosberg,3,6/27/1985,German,1985,891.0,4.0,4.0,4,4.0,12.0,44.0,39.0,6.0,5052068.0,01:51.6,225.971,1.0,Finished,2013,11.0,13.0,Belgian Grand Prix,2013-08-25,96.0,6.0,2.0,Germany,Belgium,114819.72727272728,N/A,0.3333333333333333
Nico Rosberg,3,6/27/1985,German,1985,892.0,6.0,6.0,6,6.0,8.0,53.0,50.0,2.0,4724351.0,01:26.5,241.095,1.0,Finished,2013,12.0,14.0,Italian Grand Prix,2013-09-08,104.0,6.0,2.0,Germany,Italy,89138.69811320755,N/A,0.3333333333333333
Nico Rosberg,3,6/27/1985,German,1985,893.0,2.0,4.0,4,4.0,12.0,61.0,51.0,6.0,7204287.0,01:50.4,165.233,1.0,Finished,2013,13.0,15.0,Singapore Grand Prix,2013-09-22,116.0,6.0,2.0,Germany,Singapore,118103.0655737705,N/A,0.3333333333333333
Nico Rosberg,3,6/27/1985,German,1985,894.0,4.0,7.0,7,7.0,6.0,55.0,54.0,4.0,6220399.0,01:42.5,197.265,1.0,Finished,2013,14.0,35.0,Korean Grand Prix,2013-10-06,122.0,6.0,2.0,Germany,South Korea,113098.16363636364,N/A,0.3333333333333333
Nico Rosberg,3,6/27/1985,German,1985,895.0,6.0,8.0,8,8.0,4.0,53.0,46.0,2.0,5281324.0,01:34.7,220.868,1.0,Finished,2013,15.0,22.0,Japanese Grand Prix,2013-10-13,126.0,6.0,2.0,Germany,Japan,99647.62264150943,N/A,0.3333333333333333
Nico Rosberg,3,6/27/1985,German,1985,896.0,2.0,2.0,2,2.0,18.0,60.0,49.0,9.0,5502010.0,01:28.8,207.732,1.0,Finished,2013,16.0,68.0,Indian Grand Prix,2013-10-27,144.0,6.0,2.0,Germany,India,91700.16666666667,N/A,0.3333333333333333
Nico Rosberg,3,6/27/1985,German,1985,897.0,3.0,3.0,3,3.0,15.0,55.0,51.0,6.0,5919756.0,01:44.5,191.41,1.0,Finished,2013,17.0,24.0,Abu Dhabi Grand Prix,2013-11-03,159.0,6.0,2.0,Germany,United Arab Emirates,107631.92727272728,N/A,0.3333333333333333
Nico Rosberg,3,6/27/1985,German,1985,898.0,12.0,9.0,9,9.0,2.0,56.0,51.0,8.0,6016289.0,01:41.1,196.244,1.0,Finished,2013,18.0,69.0,United States Grand Prix,2013-11-17,161.0,6.0,2.0,Germany,United States,107433.73214285714,N/A,0.3333333333333333
Nico Rosberg,3,6/27/1985,German,1985,899.0,2.0,5.0,5,5.0,10.0,71.0,60.0,6.0,5595348.0,01:16.4,202.93,1.0,Finished,2013,19.0,18.0,Brazilian Grand Prix,2013-11-24,171.0,6.0,2.0,Germany,Brazil,78807.71830985915,N/A,0.3333333333333333
Nico Rosberg,3,6/27/1985,German,1985,900.0,3.0,1.0,1,1.0,25.0,57.0,19.0,1.0,5578710.0,01:32.5,206.436,1.0,Finished,2014,1.0,1.0,Australian Grand Prix,2014-03-16,25.0,1.0,1.0,Germany,Australia,97872.1052631579,Nico Rosberg,1.0
Nico Rosberg,3,6/27/1985,German,1985,901.0,3.0,2.0,2,2.0,18.0,56.0,55.0,2.0,6043287.0,01:44.0,191.946,1.0,Finished,2014,2.0,2.0,Malaysian Grand Prix,2014-03-30,43.0,1.0,1.0,Germany,Malaysia,107915.83928571429,N/A,1.0
Nico Rosberg,3,6/27/1985,German,1985,902.0,1.0,2.0,2,2.0,18.0,57.0,49.0,1.0,5983828.0,01:37.0,200.816,1.0,Finished,2014,3.0,3.0,Bahrain Grand Prix,2014-04-06,61.0,1.0,1.0,Germany,Bahrain,104979.43859649122,N/A,1.0
Nico Rosberg,3,6/27/1985,German,1985,903.0,4.0,2.0,2,2.0,18.0,54.0,39.0,1.0,5626400.0,01:40.4,195.45,1.0,Finished,2014,4.0,17.0,Chinese Grand Prix,2014-04-20,79.0,1.0,1.0,Germany,China,104133.85714285714,N/A,1.0
Nico Rosberg,3,6/27/1985,German,1985,904.0,2.0,2.0,2,2.0,18.0,66.0,51.0,2.0,6065791.0,01:29.2,187.794,1.0,Finished,2014,5.0,4.0,Spanish Grand Prix,2014-05-11,97.0,2.0,1.0,Germany,Spain,91905.92424242424,N/A,0.5
Nico Rosberg,3,6/27/1985,German,1985,905.0,1.0,1.0,1,1.0,25.0,78.0,33.0,4.0,6567661.0,01:19.4,151.388,1.0,Finished,2014,6.0,6.0,Monaco Grand Prix,2014-05-25,122.0,1.0,2.0,Germany,Monaco,84200.78205128205,Nico Rosberg,2.0
Nico Rosberg,3,6/27/1985,German,1985,906.0,1.0,2.0,2,2.0,18.0,70.0,33.0,7.0,5957066.0,01:18.9,199.028,1.0,Finished,2014,7.0,7.0,Canadian Grand Prix,2014-06-08,140.0,1.0,2.0,Germany,Canada,85100.94285714286,N/A,2.0
Nico Rosberg,3,6/27/1985,German,1985,907.0,3.0,1.0,1,1.0,25.0,71.0,50.0,6.0,5274976.0,01:12.6,214.518,1.0,Finished,2014,8.0,70.0,Austrian Grand Prix,2014-06-22,165.0,1.0,3.0,Germany,Austria,74295.43661971831,Nico Rosberg,3.0
Nico Rosberg,3,6/27/1985,German,1985,909.0,1.0,1.0,1,1.0,25.0,67.0,67.0,6.0,5622914.0,01:21.3,202.543,1.0,Finished,2014,10.0,10.0,German Grand Prix,2014-07-20,190.0,1.0,4.0,Germany,Germany,83924.0895522388,Nico Rosberg,4.0
Nico Rosberg,3,6/27/1985,German,1985,910.0,1.0,4.0,4,4.0,12.0,70.0,64.0,1.0,6791419.0,01:25.7,183.981,1.0,Finished,2014,11.0,11.0,Hungarian Grand Prix,2014-07-27,202.0,1.0,4.0,Germany,Hungary,97020.27142857143,N/A,4.0
Nico Rosberg,3,6/27/1985,German,1985,911.0,1.0,2.0,2,2.0,18.0,44.0,36.0,1.0,5079939.0,01:50.5,228.161,1.0,Finished,2014,12.0,13.0,Belgian Grand Prix,2014-08-24,220.0,1.0,4.0,Germany,Belgium,115453.15909090909,N/A,4.0
Nico Rosberg,3,6/27/1985,German,1985,912.0,2.0,2.0,2,2.0,18.0,53.0,51.0,2.0,4753411.0,01:28.2,236.432,1.0,Finished,2014,13.0,14.0,Italian Grand Prix,2014-09-07,238.0,1.0,4.0,Germany,Italy,89687.0,N/A,4.0
Nico Rosberg,3,6/27/1985,German,1985,914.0,1.0,2.0,2,2.0,18.0,44.0,15.0,6.0,6712201.0,01:52.6,185.739,1.0,Finished,2014,15.0,22.0,Japanese Grand Prix,2014-10-05,256.0,2.0,4.0,Germany,Japan,152550.02272727274,N/A,2.0
Nico Rosberg,3,6/27/1985,German,1985,915.0,2.0,2.0,2,2.0,18.0,53.0,52.0,2.0,5524401.0,01:41.4,207.703,1.0,Finished,2014,16.0,71.0,Russian Grand Prix,2014-10-12,274.0,2.0,4.0,Germany,Russia,104233.98113207547,N/A,2.0
Nico Rosberg,3,6/27/1985,German,1985,916.0,1.0,2.0,2,2.0,18.0,56.0,48.0,5.0,6009099.0,01:41.9,194.706,1.0,Finished,2014,17.0,69.0,United States Grand Prix,2014-11-02,292.0,2.0,4.0,Germany,United States,107305.33928571429,N/A,2.0
Nico Rosberg,3,6/27/1985,German,1985,917.0,1.0,1.0,1,1.0,25.0,71.0,62.0,2.0,5402555.0,01:13.6,210.711,1.0,Finished,2014,18.0,18.0,Brazilian Grand Prix,2014-11-09,317.0,2.0,5.0,Germany,Brazil,76092.32394366198,Nico Rosberg,2.5
Nico Rosberg,3,6/27/1985,German,1985,926.0,2.0,2.0,2,2.0,18.0,58.0,47.0,2.0,5515427.0,01:31.1,209.577,1.0,Finished,2015,1.0,1.0,Australian Grand Prix,2015-03-15,18.0,2.0,0.0,Germany,Australia,95093.56896551725,N/A,0.0
Nico Rosberg,3,6/27/1985,German,1985,927.0,3.0,3.0,3,3.0,15.0,56.0,43.0,1.0,6078103.0,01:42.1,195.516,1.0,Finished,2015,2.0,2.0,Malaysian Grand Prix,2015-03-29,33.0,3.0,0.0,Germany,Malaysia,108537.55357142857,N/A,0.0
Nico Rosberg,3,6/27/1985,German,1985,928.0,2.0,2.0,2,2.0,18.0,56.0,39.0,2.0,5982722.0,01:42.6,191.328,1.0,Finished,2015,3.0,17.0,Chinese Grand Prix,2015-04-12,51.0,3.0,0.0,Germany,China,106834.32142857143,N/A,0.0
Nico Rosberg,3,6/27/1985,German,1985,929.0,3.0,3.0,3,3.0,15.0,57.0,36.0,3.0,5711842.0,01:37.3,200.184,1.0,Finished,2015,4.0,3.0,Bahrain Grand Prix,2015-04-19,66.0,2.0,0.0,Germany,Bahrain,100207.75438596492,N/A,0.0
Nico Rosberg,3,6/27/1985,German,1985,930.0,1.0,1.0,1,1.0,25.0,66.0,53.0,2.0,6072555.0,01:29.1,188.061,1.0,Finished,2015,5.0,4.0,Spanish Grand Prix,2015-05-10,91.0,2.0,1.0,Germany,Spain,92008.40909090909,Nico Rosberg,0.5
Nico Rosberg,3,6/27/1985,German,1985,931.0,2.0,1.0,1,1.0,25.0,78.0,76.0,2.0,6558420.0,01:18.6,152.841,1.0,Finished,2015,6.0,6.0,Monaco Grand Prix,2015-05-24,116.0,2.0,2.0,Germany,Monaco,84082.30769230769,Nico Rosberg,1.0
Nico Rosberg,3,6/27/1985,German,1985,932.0,2.0,2.0,2,2.0,18.0,70.0,63.0,5.0,5515430.0,01:17.6,202.218,1.0,Finished,2015,7.0,7.0,Canadian Grand Prix,2015-06-07,134.0,2.0,2.0,Germany,Canada,78791.85714285714,N/A,1.0
Nico Rosberg,3,6/27/1985,German,1985,933.0,2.0,1.0,1,1.0,25.0,71.0,35.0,1.0,5416930.0,01:11.2,218.622,1.0,Finished,2015,8.0,70.0,Austrian Grand Prix,2015-06-21,159.0,2.0,3.0,Germany,Austria,76294.78873239437,Nico Rosberg,1.5
Nico Rosberg,3,6/27/1985,German,1985,934.0,2.0,2.0,2,2.0,18.0,52.0,24.0,2.0,5498685.0,01:37.4,217.73,1.0,Finished,2015,9.0,9.0,British Grand Prix,2015-07-05,177.0,2.0,3.0,Germany,United Kingdom,105743.94230769231,N/A,1.5
Nico Rosberg,3,6/27/1985,German,1985,936.0,2.0,8.0,8,8.0,4.0,69.0,68.0,2.0,6428861.0,01:25.1,185.223,1.0,Finished,2015,10.0,11.0,Hungarian Grand Prix,2015-07-26,181.0,2.0,3.0,Germany,Hungary,93171.89855072464,N/A,1.5
Nico Rosberg,3,6/27/1985,German,1985,937.0,2.0,2.0,2,2.0,18.0,43.0,34.0,1.0,5022445.0,01:52.4,224.295,1.0,Finished,2015,11.0,13.0,Belgian Grand Prix,2015-08-23,199.0,2.0,3.0,Germany,Belgium,116801.04651162791,N/A,1.5
Nico Rosberg,3,6/27/1985,German,1985,939.0,6.0,4.0,4,4.0,12.0,61.0,50.0,7.0,7306838.0,01:50.9,164.368,1.0,Finished,2015,13.0,15.0,Singapore Grand Prix,2015-09-20,211.0,2.0,3.0,Germany,Singapore,119784.22950819672,N/A,1.5
Nico Rosberg,3,6/27/1985,German,1985,940.0,1.0,2.0,2,2.0,18.0,53.0,31.0,2.0,5305472.0,01:37.1,215.191,1.0,Finished,2015,14.0,22.0,Japanese Grand Prix,2015-09-27,229.0,2.0,3.0,Germany,Japan,100103.24528301887,N/A,1.5
Nico Rosberg,3,6/27/1985,German,1985,942.0,1.0,2.0,2,2.0,18.0,56.0,49.0,1.0,6655553.0,01:40.7,197.154,1.0,Finished,2015,16.0,69.0,United States Grand Prix,2015-10-25,247.0,3.0,3.0,Germany,United States,118849.16071428571,N/A,1.0
