driverId,driver_name,dob,nationality,dob_formatted,raceId,grid,results_position,positionText,positionOrder,total_results_points,results_laps,fastestLap,rank,race_time,results_fastestLaptime,fastestLapSpeed,statusId,status,year,round,circuitId,races_name,date,dstnd_points,dstnd_position,wins,driver_country,race_country,avg_lap_time,winner_name,win_ratio,dstnd_points_c,results_laps_c,wins_c
8,Kimi Räikkönen,10-17-1979,Finnish,1979,1011,8,7,7,7,6,57,45,11,5708765,01:35.6,203.822,1,Finished,2019,2,3,Bahrain Grand Prix,2019-03-31,10,6,0,Finland,Bahrain,100153.7719,N-A,0,1873,17093,21
8,Kimi Räikkönen,10-17-1979,Finnish,1979,1014,14,14,14,14,0,66,66,14,5792246,01:21.4,205.917,1,Finished,2019,5,4,Spanish Grand Prix,2019-05-12,13,9,0,Finland,Spain,87761.30303,N-A,0,1873,17093,21
8,Kimi Räikkönen,10-17-1979,Finnish,1979,1019,12,8,8,8,4,52,51,14,4933992,01:30.0,235.551,1,Finished,2019,10,9,British Grand Prix,2019-07-14,25,8,0,Finland,United Kingdom,94884.46154,N-A,0,1873,17093,21
8,Kimi Räikkönen,10-17-1979,Finnish,1979,1020,5,12,12,12,0,64,60,15,6313489,01:19.6,206.96,1,Finished,2019,11,10,German Grand Prix,2019-07-28,25,9,0,Finland,Germany,98179.51563,N-A,0,1873,17093,21
8,Kimi Räikkönen,10-17-1979,Finnish,1979,1025,15,13,13,13,0,53,51,13,5687902,01:38.6,213.541,1,Finished,2019,16,71,Russian Grand Prix,2019-09-29,31,14,0,Finland,Russia,107318.9057,N-A,0,1873,17093,21
8,Kimi Räikkönen,10-17-1979,Finnish,1979,1029,8,4,4,4,12,71,65,15,5604130,01:13.1,212.106,1,Finished,2019,20,18,Brazilian Grand Prix,2019-11-17,43,12,0,Finland,Brazil,78931.40845,N-A,0,1873,17093,21
8,Kimi Räikkönen,10-17-1979,Finnish,1979,1037,16,12,12,12,0,44,28,14,5120265,01:49.8,229.593,1,Finished,2020,7,13,Belgian Grand Prix,2020-08-30,0,18,0,Finland,Belgium,116369.6591,N-A,0,1873,17093,21
8,Kimi Räikkönen,10-17-1979,Finnish,1979,1038,14,13,13,13,0,53,29,13,6462368,01:24.8,245.827,1,Finished,2020,8,14,Italian Grand Prix,2020-09-06,0,19,0,Finland,Italy,121931.4717,N-A,0,1873,17093,21
8,Kimi Räikkönen,10-17-1979,Finnish,1979,1039,13,9,9,9,2,59,59,6,8404830,01:21.2,232.64,1,Finished,2020,9,76,Tuscan Grand Prix,2020-09-13,2,16,0,Finland,Italy,142370,N-A,0,1873,17093,21
8,Kimi Räikkönen,10-17-1979,Finnish,1979,1041,19,12,12,12,0,60,54,9,5791117,01:30.5,204.755,1,Finished,2020,11,20,Eifel Grand Prix,2020-10-11,2,17,0,Finland,Germany,96518.61667,N-A,0,1873,17093,21
8,Kimi Räikkönen,10-17-1979,Finnish,1979,1043,18,9,9,9,2,63,63,10,5334654,01:18.1,226.313,1,Finished,2020,13,21,Emilia Romagna Grand Prix,2020-11-01,4,16,0,Finland,Italy,84677.04762,N-A,0,1873,17093,21
8,Kimi Räikkönen,10-17-1979,Finnish,1979,1046,18,14,14,14,0,87,56,13,5501267,00:57.4,222.305,1,Finished,2020,16,3,Sakhir Grand Prix,2020-12-06,4,16,0,Finland,Bahrain,63232.95402,N-A,0,1873,17093,21
8,Kimi Räikkönen,10-17-1979,Finnish,1979,1052,14,11,11,11,0,56,45,14,5612761,01:35.2,204.672,1,Finished,2021,1,3,Bahrain Grand Prix,2021-03-28,0,11,0,Finland,Bahrain,100227.875,N-A,0,1873,17093,21
8,Kimi Räikkönen,10-17-1979,Finnish,1979,1053,16,13,13,13,0,63,62,5,7449371,01:18.4,225.548,1,Finished,2021,2,21,Emilia Romagna Grand Prix,2021-04-18,0,14,0,Finland,Italy,117767.7937,N-A,0,1873,17093,21
8,Kimi Räikkönen,10-17-1979,Finnish,1979,1057,14,10,10,10,1,51,43,10,8025986,01:45.6,204.645,1,Finished,2021,6,73,Azerbaijan Grand Prix,2021-06-06,1,15,0,Finland,Azerbaijan,157372.2745,N-A,0,1873,17093,21
8,Kimi Räikkönen,10-17-1979,Finnish,1979,1066,13,8,8,8,4,53,34,16,5529956,01:40.3,209.921,1,Finished,2021,15,71,Russian Grand Prix,2021-09-26,6,17,0,Finland,Russia,104338.7925,N-A,0,1873,17093,21
9,Robert Kubica,12-7-1984,Polish,1984,3,17,13,13,13,0,56,44,14,7170338,01:55.3,170.122,1,Finished,2009,3,17,Chinese Grand Prix,2009-04-19,0,19,0,Poland,China,128041.75,N-A,0,274,5353,1
9,Robert Kubica,12-7-1984,Polish,1984,7,10,7,7,7,2,58,58,7,5231095,01:28.0,218.352,1,Finished,2009,7,5,Turkish Grand Prix,2009-06-07,2,15,0,Poland,Turkey,90191.2931,N-A,0,274,5353,1
9,Robert Kubica,12-7-1984,Polish,1984,9,16,14,14,14,0,60,47,9,5872865,01:34.5,196.037,1,Finished,2009,9,20,German Grand Prix,2009-07-12,2,15,0,Poland,Germany,97881.08333,N-A,0,274,5353,1
9,Robert Kubica,12-7-1984,Polish,1984,10,18,13,13,13,0,70,65,12,5977922,01:23.2,189.507,1,Finished,2009,10,11,Hungarian Grand Prix,2009-07-26,2,15,0,Poland,Hungary,85398.88571,N-A,0,274,5353,1
9,Robert Kubica,12-7-1984,Polish,1984,11,10,8,8,8,1,57,55,8,5787956,01:39.4,196.312,1,Finished,2009,11,12,European Grand Prix,2009-08-23,3,14,0,Poland,Europe,101543.0877,N-A,0,274,5353,1
9,Robert Kubica,12-7-1984,Polish,1984,12,5,4,4,4,5,44,41,3,5040961,01:47.7,234.195,1,Finished,2009,12,13,Belgian Grand Prix,2009-08-30,8,15,0,Poland,Belgium,114567.2955,N-A,0,274,5353,1
9,Robert Kubica,12-7-1984,Polish,1984,14,7,8,8,8,1,61,44,10,7021391,01:48.8,167.784,1,Finished,2009,14,15,Singapore Grand Prix,2009-09-27,9,14,0,Poland,Singapore,115104.7705,N-A,0,274,5353,1
9,Robert Kubica,12-7-1984,Polish,1984,15,9,9,9,9,0,53,44,7,5312220,01:33.3,223.982,1,Finished,2009,15,22,Japanese Grand Prix,2009-10-04,9,14,0,Poland,Japan,100230.566,N-A,0,274,5353,1
9,Robert Kubica,12-7-1984,Polish,1984,16,8,2,2,2,8,71,38,4,5550707,01:14.2,209.188,1,Finished,2009,16,18,Brazilian Grand Prix,2009-10-18,17,13,0,Poland,Brazil,78178.97183,N-A,0,274,5353,1
9,Robert Kubica,12-7-1984,Polish,1984,17,7,10,10,10,0,55,54,14,5691594,01:40.9,198.113,1,Finished,2009,17,24,Abu Dhabi Grand Prix,2009-11-01,17,14,0,Poland,United Arab Emirates,103483.5273,N-A,0,274,5353,1
9,Robert Kubica,12-7-1984,Polish,1984,19,4,2,2,2,8,56,39,6,5498125,01:35.9,208.033,1,Finished,2008,2,2,Malaysian Grand Prix,2008-03-23,8,5,0,Poland,Malaysia,98180.80357,N-A,0,274,5353,1
9,Robert Kubica,12-7-1984,Polish,1984,20,1,3,3,3,6,57,55,5,5471968,01:33.8,207.765,1,Finished,2008,3,3,Bahrain Grand Prix,2008-04-06,14,4,0,Poland,Bahrain,95999.4386,N-A,0,274,5353,1
9,Robert Kubica,12-7-1984,Polish,1984,21,4,4,4,4,5,66,20,4,5904745,01:22.1,204.102,1,Finished,2008,4,4,Spanish Grand Prix,2008-04-27,19,3,0,Poland,Spain,89465.83333,N-A,0,274,5353,1
9,Robert Kubica,12-7-1984,Polish,1984,22,5,4,4,4,5,58,17,4,5231396,01:26.8,221.442,1,Finished,2008,5,5,Turkish Grand Prix,2008-05-11,24,4,0,Poland,Turkey,90196.48276,N-A,0,274,5353,1
9,Robert Kubica,12-7-1984,Polish,1984,23,5,2,2,2,8,76,75,5,7245806,01:17.9,154.286,1,Finished,2008,6,6,Monaco Grand Prix,2008-05-25,32,4,0,Poland,Monaco,95339.55263,N-A,0,274,5353,1
9,Robert Kubica,12-7-1984,Polish,1984,24,2,1,1,1,10,70,47,4,5784227,01:17.5,202.473,1,Finished,2008,7,7,Canadian Grand Prix,2008-06-08,42,1,1,Poland,Canada,82634.95714,Robert Kubica,1,274,5353,1
9,Robert Kubica,12-7-1984,Polish,1984,25,5,5,5,5,4,70,16,4,5540757,01:17.2,205.768,1,Finished,2008,8,8,French Grand Prix,2008-06-22,46,2,1,Poland,France,79153.67143,N-A,0.5,274,5353,1
9,Robert Kubica,12-7-1984,Polish,1984,27,7,7,7,7,2,67,17,6,5503556,01:16.6,214.937,1,Finished,2008,10,10,German Grand Prix,2008-07-20,48,4,1,Poland,Germany,82141.44776,N-A,0.25,274,5353,1
9,Robert Kubica,12-7-1984,Polish,1984,28,4,8,8,8,1,70,70,9,5895388,01:21.9,192.475,1,Finished,2008,11,11,Hungarian Grand Prix,2008-08-03,49,4,1,Poland,Hungary,84219.82857,N-A,0.25,274,5353,1
9,Robert Kubica,12-7-1984,Polish,1984,29,3,3,3,3,6,57,38,4,5769692,01:39.3,196.399,1,Finished,2008,12,12,European Grand Prix,2008-08-24,55,4,1,Poland,Europe,101222.6667,N-A,0.25,274,5353,1
9,Robert Kubica,12-7-1984,Polish,1984,30,8,6,6,6,3,44,36,5,4994431,01:49.0,231.399,1,Finished,2008,13,13,Belgian Grand Prix,2008-09-07,58,3,1,Poland,Belgium,113509.7955,N-A,0.333333333,274,5353,1
9,Robert Kubica,12-7-1984,Polish,1984,31,11,3,3,3,6,53,52,12,5227965,01:30.3,230.955,1,Finished,2008,14,14,Italian Grand Prix,2008-09-14,64,3,1,Poland,Italy,98640.84906,N-A,0.333333333,274,5353,1
9,Robert Kubica,12-7-1984,Polish,1984,32,4,11,11,11,0,61,14,6,7064279,01:46.9,170.639,1,Finished,2008,15,15,Singapore Grand Prix,2008-09-28,64,3,1,Poland,Singapore,115807.8525,N-A,0.333333333,274,5353,1
9,Robert Kubica,12-7-1984,Polish,1984,33,6,2,2,2,8,67,16,7,5427175,01:19.3,207.168,1,Finished,2008,16,16,Japanese Grand Prix,2008-10-12,72,3,1,Poland,Japan,81002.61194,N-A,0.333333333,274,5353,1
9,Robert Kubica,12-7-1984,Polish,1984,34,11,6,6,6,3,56,56,7,5550622,01:36.9,202.61,1,Finished,2008,17,17,Chinese Grand Prix,2008-10-19,75,3,1,Poland,China,99118.25,N-A,0.333333333,274,5353,1
9,Robert Kubica,12-7-1984,Polish,1984,38,6,6,6,6,3,57,46,6,5653044,01:34.8,205.477,1,Finished,2007,3,3,Bahrain Grand Prix,2007-04-15,3,8,0,Poland,Bahrain,99176.21053,N-A,0,274,5353,1
9,Robert Kubica,12-7-1984,Polish,1984,39,5,4,4,4,5,65,20,5,5527845,01:23.1,201.59,1,Finished,2007,4,4,Spanish Grand Prix,2007-05-13,8,6,0,Poland,Spain,85043.76923,N-A,0,274,5353,1
9,Robert Kubica,12-7-1984,Polish,1984,43,4,4,4,4,5,70,44,10,5495927,01:17.2,205.819,1,Finished,2007,8,8,French Grand Prix,2007-07-01,17,6,0,Poland,France,78513.24286,N-A,0,274,5353,1
9,Robert Kubica,12-7-1984,Polish,1984,44,5,4,4,4,5,59,14,6,4956393,01:22.1,225.413,1,Finished,2007,9,9,British Grand Prix,2007-07-08,22,6,0,Poland,United Kingdom,84006.66102,N-A,0,274,5353,1
9,Robert Kubica,12-7-1984,Polish,1984,45,5,7,7,7,2,60,49,9,7668773,01:34.5,196.216,1,Finished,2007,10,20,European Grand Prix,2007-07-22,24,6,0,Poland,Europe,127812.8833,N-A,0,274,5353,1
9,Robert Kubica,12-7-1984,Polish,1984,46,7,5,5,5,4,70,40,4,5800607,01:20.4,196.117,1,Finished,2007,11,11,Hungarian Grand Prix,2007-08-05,28,6,0,Poland,Hungary,82865.81429,N-A,0,274,5353,1
9,Robert Kubica,12-7-1984,Polish,1984,47,5,8,8,8,1,58,11,11,5258868,01:28.9,216.118,1,Finished,2007,12,5,Turkish Grand Prix,2007-08-26,29,6,0,Poland,Turkey,90670.13793,N-A,0,274,5353,1
9,Robert Kubica,12-7-1984,Polish,1984,48,6,5,5,5,4,53,22,5,4778364,01:23.9,248.543,1,Finished,2007,13,14,Italian Grand Prix,2007-09-09,33,6,0,Poland,Italy,90157.81132,N-A,0,274,5353,1
9,Robert Kubica,12-7-1984,Polish,1984,49,14,9,9,9,0,44,32,6,4924727,01:48.9,231.549,1,Finished,2007,14,13,Belgian Grand Prix,2007-09-16,33,6,0,Poland,Belgium,111925.6136,N-A,0,274,5353,1
9,Robert Kubica,12-7-1984,Polish,1984,50,9,7,7,7,2,67,32,4,7283864,01:29.0,184.527,1,Finished,2007,15,16,Japanese Grand Prix,2007-09-30,35,6,0,Poland,Japan,108714.3881,N-A,0,274,5353,1
9,Robert Kubica,12-7-1984,Polish,1984,52,7,5,5,5,4,71,61,4,5366227,01:12.7,213.416,1,Finished,2007,17,18,Brazilian Grand Prix,2007-10-21,39,6,0,Poland,Brazil,75580.66197,N-A,0,274,5353,1
9,Robert Kubica,12-7-1984,Polish,1984,67,6,3,3,3,6,53,21,4,4518389,01:23.1,250.927,1,Finished,2006,15,14,Italian Grand Prix,2006-09-10,6,15,0,Poland,Italy,85252.62264,N-A,0,274,5353,1
9,Robert Kubica,12-7-1984,Polish,1984,69,12,9,9,9,0,53,39,6,5109345,01:33.5,223.563,1,Finished,2006,17,22,Japanese Grand Prix,2006-10-08,6,16,0,Poland,Japan,96421.60377,N-A,0,274,5353,1
9,Robert Kubica,12-7-1984,Polish,1984,70,9,9,9,9,0,71,25,14,5581393,01:14.1,209.296,1,Finished,2006,18,18,Brazilian Grand Prix,2006-10-22,6,16,0,Poland,Brazil,78611.16901,N-A,0,274,5353,1
9,Robert Kubica,12-7-1984,Polish,1984,337,9,11,11,11,0,49,33,14,6029489,02:00.5,188.226,1,Finished,2010,1,3,Bahrain Grand Prix,2010-03-14,0,11,0,Poland,Bahrain,123050.7959,N-A,0,274,5353,1
9,Robert Kubica,12-7-1984,Polish,1984,338,9,2,2,2,18,58,52,8,5628565,01:29.6,213.138,1,Finished,2010,2,1,Australian Grand Prix,2010-03-28,18,6,0,Poland,Australia,97044.22414,N-A,0,274,5353,1
9,Robert Kubica,12-7-1984,Polish,1984,339,6,4,4,4,12,56,55,7,5647001,01:38.1,203.466,1,Finished,2010,3,2,Malaysian Grand Prix,2010-04-04,30,7,0,Poland,Malaysia,100839.3036,N-A,0,274,5353,1
9,Robert Kubica,12-7-1984,Polish,1984,340,8,5,5,5,10,56,14,6,6424376,01:43.6,189.362,1,Finished,2010,4,17,Chinese Grand Prix,2010-04-18,40,7,0,Poland,China,114721,N-A,0,274,5353,1
9,Robert Kubica,12-7-1984,Polish,1984,341,7,8,8,8,4,66,66,7,5817778,01:25.5,196.077,1,Finished,2010,5,4,Spanish Grand Prix,2010-05-09,44,8,0,Poland,Spain,88148.15152,N-A,0,274,5353,1
9,Robert Kubica,12-7-1984,Polish,1984,342,2,3,3,3,15,78,72,3,6615030,01:15.4,159.568,1,Finished,2010,6,6,Monaco Grand Prix,2010-05-16,59,6,0,Poland,Monaco,84808.07692,N-A,0,274,5353,1
9,Robert Kubica,12-7-1984,Polish,1984,343,7,6,6,6,8,58,57,4,5360444,01:29.6,214.521,1,Finished,2010,7,5,Turkish Grand Prix,2010-05-30,67,6,0,Poland,Turkey,92421.44828,N-A,0,274,5353,1
9,Robert Kubica,12-7-1984,Polish,1984,344,8,7,7,7,6,70,67,1,5690756,01:17.0,203.965,1,Finished,2010,8,7,Canadian Grand Prix,2010-06-13,73,7,0,Poland,Canada,81296.51429,N-A,0,274,5353,1
9,Robert Kubica,12-7-1984,Polish,1984,345,6,5,5,5,10,57,55,7,6056693,01:39.5,195.981,1,Finished,2010,9,12,European Grand Prix,2010-06-27,83,6,0,Poland,Europe,106257.7719,N-A,0,274,5353,1
9,Robert Kubica,12-7-1984,Polish,1984,349,3,3,3,3,15,44,29,3,5347761,01:49.8,229.624,1,Finished,2010,13,13,Belgian Grand Prix,2010-08-29,104,7,0,Poland,Belgium,121540.0227,N-A,0,274,5353,1
9,Robert Kubica,12-7-1984,Polish,1984,350,9,8,8,8,4,53,48,5,4618600,01:24.6,246.627,1,Finished,2010,14,14,Italian Grand Prix,2010-09-12,108,8,0,Poland,Italy,87143.39623,N-A,0,274,5353,1
9,Robert Kubica,12-7-1984,Polish,1984,351,8,7,7,7,6,61,56,3,7160138,01:49.3,167.157,1,Finished,2010,15,15,Singapore Grand Prix,2010-09-26,114,8,0,Poland,Singapore,117379.3115,N-A,0,274,5353,1
9,Robert Kubica,12-7-1984,Polish,1984,353,8,5,5,5,10,55,45,7,10148544,01:51.6,181.122,1,Finished,2010,17,35,Korean Grand Prix,2010-10-24,124,7,0,Poland,South Korea,184518.9818,N-A,0,274,5353,1
9,Robert Kubica,12-7-1984,Polish,1984,355,11,5,5,5,10,55,51,5,6015863,01:41.8,196.499,1,Finished,2010,19,24,Abu Dhabi Grand Prix,2010-11-14,136,8,0,Poland,United Arab Emirates,109379.3273,N-A,0,274,5353,1
9,Robert Kubica,12-7-1984,Polish,1984,1020,18,10,10,10,1,64,63,13,6296262,01:19.1,208.271,1,Finished,2019,11,10,German Grand Prix,2019-07-28,1,19,0,Poland,Germany,98379.09375,N-A,0,274,5353,1
9,Robert Kubica,12-7-1984,Polish,1984,1024,19,16,16,16,0,61,59,18,7160691,01:46.8,170.674,1,Finished,2019,15,15,Singapore Grand Prix,2019-09-22,1,19,0,Poland,Singapore,117388.377,N-A,0,274,5353,1
9,Robert Kubica,12-7-1984,Polish,1984,1065,17,14,14,14,0,53,53,12,4944134,01:25.8,242.924,1,Finished,2021,14,14,Italian Grand Prix,2021-09-12,0,20,0,Poland,Italy,93285.54717,N-A,0,274,5353,1
10,Timo Glock,3-18-1982,German,1982,1,19,4,4,4,5,58,53,6,5660219,01:28.4,215.92,1,Finished,2009,1,1,Australian Grand Prix,2009-03-29,5,4,0,Germany,Australia,97589.98276,N-A,0,51,4712,0
10,Timo Glock,3-18-1982,German,1982,2,3,3,3,3,3,31,18,16,4275605,01:39.4,200.74,1,Finished,2009,2,2,Malaysian Grand Prix,2009-04-05,8,4,0,Germany,Malaysia,108197.9032,N-A,0,51,4712,0
10,Timo Glock,3-18-1982,German,1982,3,19,7,7,7,2,56,42,3,7137961,01:52.7,174.117,1,Finished,2009,3,17,Chinese Grand Prix,2009-04-19,10,4,0,Germany,China,127463.5893,N-A,0,51,4712,0
10,Timo Glock,3-18-1982,German,1982,4,2,7,7,7,2,57,6,2,5551062,01:34.6,206.01,1,Finished,2009,4,3,Bahrain Grand Prix,2009-04-26,12,5,0,Germany,Bahrain,97387.05263,N-A,0,51,4712,0
10,Timo Glock,3-18-1982,German,1982,7,13,8,8,8,1,58,56,5,5231807,01:27.9,218.663,1,Finished,2009,7,5,Turkish Grand Prix,2009-06-07,13,6,0,Germany,Turkey,90203.56897,N-A,0,51,4712,0
10,Timo Glock,3-18-1982,German,1982,8,8,9,9,9,0,60,51,8,5039151,01:21.7,226.611,1,Finished,2009,8,9,British Grand Prix,2009-06-21,13,8,0,Germany,United Kingdom,83985.85,N-A,0,51,4712,0
10,Timo Glock,3-18-1982,German,1982,9,20,9,9,9,0,60,40,16,5864767,01:35.4,194.327,1,Finished,2009,9,20,German Grand Prix,2009-07-12,13,8,0,Germany,Germany,97746.11667,N-A,0,51,4712,0
10,Timo Glock,3-18-1982,German,1982,10,13,6,6,6,3,70,63,5,5939113,01:22.5,191.157,1,Finished,2009,10,11,Hungarian Grand Prix,2009-07-26,16,10,0,Germany,Hungary,84844.47143,N-A,0,51,4712,0
10,Timo Glock,3-18-1982,German,1982,11,13,14,14,14,0,57,55,1,5837808,01:38.7,197.687,1,Finished,2009,11,12,European Grand Prix,2009-08-23,16,10,0,Germany,Europe,102417.6842,N-A,0,51,4712,0
10,Timo Glock,3-18-1982,German,1982,12,7,10,10,10,0,44,40,5,5072485,01:47.7,234.038,1,Finished,2009,12,13,Belgian Grand Prix,2009-08-30,16,11,0,Germany,Belgium,115283.75,N-A,0,51,4712,0
10,Timo Glock,3-18-1982,German,1982,13,16,11,11,11,0,53,50,14,4745631,01:25.8,243.201,1,Finished,2009,13,14,Italian Grand Prix,2009-09-13,16,12,0,Germany,Italy,89540.20755,N-A,0,51,4712,0
10,Timo Glock,3-18-1982,German,1982,14,6,2,2,2,8,61,34,6,6975971,01:48.4,168.482,1,Finished,2009,14,15,Singapore Grand Prix,2009-09-27,24,9,0,Germany,Singapore,114360.1803,N-A,0,51,4712,0
10,Timo Glock,3-18-1982,German,1982,20,13,9,9,9,0,57,56,9,5536470,01:34.8,205.503,1,Finished,2008,3,3,Bahrain Grand Prix,2008-04-06,0,14,0,Germany,Bahrain,97131.05263,N-A,0,51,4712,0
10,Timo Glock,3-18-1982,German,1982,24,11,4,4,4,5,70,31,17,5826854,01:19.1,198.51,1,Finished,2008,7,7,Canadian Grand Prix,2008-06-08,5,13,0,Germany,Canada,83243.91429,N-A,0,51,4712,0
10,Timo Glock,3-18-1982,German,1982,25,8,11,11,11,0,70,45,13,5567945,01:17.8,204.013,1,Finished,2008,8,8,French Grand Prix,2008-06-22,5,13,0,Germany,France,79542.61429,N-A,0,51,4712,0
10,Timo Glock,3-18-1982,German,1982,28,5,2,2,2,8,70,42,6,5858128,01:21.7,193.111,1,Finished,2008,11,11,Hungarian Grand Prix,2008-08-03,13,10,0,Germany,Hungary,83687.54286,N-A,0,51,4712,0
10,Timo Glock,3-18-1982,German,1982,29,13,7,7,7,2,57,54,8,5800329,01:39.5,195.995,1,Finished,2008,12,12,European Grand Prix,2008-08-24,15,10,0,Germany,Europe,101760.1579,N-A,0,51,4712,0
10,Timo Glock,3-18-1982,German,1982,30,13,9,9,9,0,44,37,12,5046439,01:50.3,228.691,1,Finished,2008,13,13,Belgian Grand Prix,2008-09-07,15,10,0,Germany,Belgium,114691.7955,N-A,0,51,4712,0
10,Timo Glock,3-18-1982,German,1982,31,9,11,11,11,0,53,53,8,5266382,01:29.9,231.853,1,Finished,2008,14,14,Italian Grand Prix,2008-09-14,15,11,0,Germany,Italy,99365.69811,N-A,0,51,4712,0
10,Timo Glock,3-18-1982,German,1982,32,7,4,4,4,5,61,50,8,7044459,01:47.0,170.408,1,Finished,2008,15,15,Singapore Grand Prix,2008-09-28,20,10,0,Germany,Singapore,115482.9344,N-A,0,51,4712,0
10,Timo Glock,3-18-1982,German,1982,34,12,7,7,7,2,56,56,6,5559125,01:36.7,202.876,1,Finished,2008,17,17,Chinese Grand Prix,2008-10-19,22,10,0,Germany,China,99270.08929,N-A,0,51,4712,0
10,Timo Glock,3-18-1982,German,1982,35,10,6,6,6,3,71,32,2,5695803,01:14.1,209.465,1,Finished,2008,18,18,Brazilian Grand Prix,2008-11-02,25,10,0,Germany,Brazil,80222.57746,N-A,0,51,4712,0
10,Timo Glock,3-18-1982,German,1982,873,20,12,12,12,0,59,30,21,7318062,01:56.1,157.36,1,Finished,2012,14,15,Singapore Grand Prix,2012-09-23,0,19,0,Germany,Singapore,124034.9492,N-A,0,51,4712,0
10,Timo Glock,3-18-1982,German,1982,877,21,14,14,14,0,55,54,18,6415140,01:47.7,185.716,1,Finished,2012,18,24,Abu Dhabi Grand Prix,2012-11-04,0,19,0,Germany,United Arab Emirates,116638.9091,N-A,0,51,4712,0
11,Takuma Sato,1-28-1977,Japanese,1977,41,11,6,6,6,3,70,47,12,6267990,01:18.0,201.186,1,Finished,2007,6,7,Canadian Grand Prix,2007-06-10,4,12,0,Japan,Canada,89542.71429,N-A,0,44,3799,0
11,Takuma Sato,1-28-1977,Japanese,1977,84,20,9,9,9,0,58,54,6,5154441,01:25.9,223.82,1,Finished,2005,14,5,Turkish Grand Prix,2005-08-21,1,22,0,Japan,Turkey,89386.91379,N-A,0,44,3799,0
11,Takuma Sato,1-28-1977,Japanese,1977,92,5,5,5,5,4,57,55,7,5367335,01:31.1,214.061,1,Finished,2004,3,3,Bahrain Grand Prix,2004-04-04,4,8,0,Japan,Bahrain,94163.77193,N-A,0,44,3799,0
11,Takuma Sato,1-28-1977,Japanese,1977,94,3,5,5,5,4,66,47,4,5295168,01:17.7,214.439,1,Finished,2004,5,4,Spanish Grand Prix,2004-05-09,8,8,0,Japan,Spain,80229.81818,N-A,0,44,3799,0
11,Takuma Sato,1-28-1977,Japanese,1977,98,3,3,3,3,6,73,47,3,6051950,01:10.7,213.372,1,Finished,2004,9,19,United States Grand Prix,2004-06-20,14,7,0,Japan,United States,82903.42466,N-A,0,44,3799,0
11,Takuma Sato,1-28-1977,Japanese,1977,100,8,11,11,11,0,60,12,14,5116436,01:20.8,229.082,1,Finished,2004,11,9,British Grand Prix,2004-07-11,14,8,0,Japan,United Kingdom,85273.93333,N-A,0,44,3799,0
11,Takuma Sato,1-28-1977,Japanese,1977,101,8,8,8,8,1,66,29,9,5081690,01:14.6,220.773,1,Finished,2004,12,10,German Grand Prix,2004-07-25,15,9,0,Japan,Germany,76995.30303,N-A,0,44,3799,0
11,Takuma Sato,1-28-1977,Japanese,1977,104,5,4,4,4,5,53,32,5,4533818,01:22.7,252.296,1,Finished,2004,15,14,Italian Grand Prix,2004-09-12,23,9,0,Japan,Italy,85543.73585,N-A,0,44,3799,0
11,Takuma Sato,1-28-1977,Japanese,1977,105,18,6,6,6,3,56,36,8,5407211,01:33.5,209.804,1,Finished,2004,16,17,Chinese Grand Prix,2004-09-26,26,8,0,Japan,China,96557.33929,N-A,0,44,3799,0
11,Takuma Sato,1-28-1977,Japanese,1977,106,4,4,4,4,5,53,28,5,5098766,01:33.7,223.007,1,Finished,2004,17,22,Japanese Grand Prix,2004-10-10,31,8,0,Japan,Japan,96203.13208,N-A,0,44,3799,0
11,Takuma Sato,1-28-1977,Japanese,1977,107,6,6,6,6,3,71,51,7,5331699,01:11.9,215.626,1,Finished,2004,18,18,Brazilian Grand Prix,2004-10-24,34,8,0,Japan,Brazil,75094.35211,N-A,0,44,3799,0
12,Nelson Piquet Jr.,7-25-1985,Brazilian,1985,4,15,10,10,10,0,57,37,10,5573331,01:35.4,204.138,1,Finished,2009,4,3,Bahrain Grand Prix,2009-04-26,0,17,0,Brazil,Bahrain,97777.73684,N-A,0,19,1213,0
12,Nelson Piquet Jr.,7-25-1985,Brazilian,1985,9,10,13,13,13,0,60,46,12,5871638,01:34.9,195.337,1,Finished,2009,9,20,German Grand Prix,2009-07-12,0,19,0,Brazil,Germany,97860.63333,N-A,0,19,1213,0
12,Nelson Piquet Jr.,7-25-1985,Brazilian,1985,10,14,12,12,12,0,70,65,15,5975388,01:23.4,189.067,1,Finished,2009,10,11,Hungarian Grand Prix,2009-07-26,0,20,0,Brazil,Hungary,85362.68571,N-A,0,19,1213,0
12,Nelson Piquet Jr.,7-25-1985,Brazilian,1985,19,13,11,11,11,0,56,52,15,5570757,01:37.0,205.812,1,Finished,2008,2,2,Malaysian Grand Prix,2008-03-23,0,14,0,Brazil,Malaysia,99477.80357,N-A,0,19,1213,0
12,Nelson Piquet Jr.,7-25-1985,Brazilian,1985,25,9,7,7,7,2,70,24,10,5551278,01:17.8,204.218,1,Finished,2008,8,8,French Grand Prix,2008-06-22,2,17,0,Brazil,France,79303.97143,N-A,0,19,1213,0
12,Nelson Piquet Jr.,7-25-1985,Brazilian,1985,27,17,2,2,2,8,67,66,9,5486460,01:16.9,214.099,1,Finished,2008,10,10,German Grand Prix,2008-07-20,10,11,0,Brazil,Germany,81887.46269,N-A,0,19,1213,0
