driverId,driver_name,dob,nationality,dob_formatted,raceId,grid,results_position,positionText,positionOrder,total_results_points,results_laps,fastestLap,rank,race_time,results_fastestlaptime,fastestLapSpeed,statusId,status,year,round,circuitId,races_name,date,dstnd_points,dstnd_position,wins,driver_country,race_country,avg_lap_time,winner_name,win_ratio
4,Fernando Alonso,7-29-1981,Spanish,1981,1065,10,8,8,8,4,53,52,7,4931566,01:25.5,243.995,1,Finished,2021,14,14,Italian Grand Prix,9-12-2021,50,10,0,Spain,Italy,93048.41509,N-A,0
4,Fernando Alonso,7-29-1981,Spanish,1981,1066,6,6,6,6,8,53,44,6,5522322,01:38.7,213.331,1,Finished,2021,15,71,Russian Grand Prix,9-26-2021,58,10,0,Spain,Russia,104194.7547,N-A,0
4,Fernando Alonso,7-29-1981,Spanish,1981,1073,11,8,8,8,4,58,58,8,5479053,01:27.6,217.01,1,Finished,2021,22,24,Abu Dhabi Grand Prix,12-12-2021,81,10,0,Spain,United Arab Emirates,94466.43103,N-A,0
4,Fernando Alonso,7-29-1981,Spanish,1981,1074,8,9,9,9,2,57,44,10,5875974,01:36.7,201.412,1,Finished,2022,1,3,Bahrain Grand Prix,3-20-2022,2,9,0,Spain,Bahrain,103087.2632,N-A,0
4,Fernando Alonso,7-29-1981,Spanish,1981,1078,11,11,11,11,0,57,53,13,5701386,01:33.3,208.753,1,Finished,2022,5,79,Miami Grand Prix,5-8-2022,2,16,0,Spain,United States,99848.87719,N-A,0
4,Fernando Alonso,7-29-1981,Spanish,1981,1080,7,7,7,7,6,64,50,3,7036623,01:15.9,158.314,1,Finished,2022,7,6,Monaco Grand Prix,5-29-2022,10,13,0,Spain,Monaco,109947.2344,N-A,0
4,Fernando Alonso,7-29-1981,Spanish,1981,1081,10,7,7,7,6,51,49,8,5734537,01:48.0,200.12,1,Finished,2022,8,73,Azerbaijan Grand Prix,6-12-2022,16,11,0,Spain,Azerbaijan,112441.902,N-A,0
4,Fernando Alonso,7-29-1981,Spanish,1981,1082,2,9,9,9,2,70,63,6,5811702,01:16.6,205.014,1,Finished,2022,9,7,Canadian Grand Prix,6-19-2022,18,10,0,Spain,Canada,82952.88571,N-A,0
4,Fernando Alonso,7-29-1981,Spanish,1981,1083,7,5,5,5,10,52,47,5,8279882,01:31.6,231.501,1,Finished,2022,10,9,British Grand Prix,7-3-2022,28,10,0,Spain,United Kingdom,159228.5,N-A,0
4,Fernando Alonso,7-29-1981,Spanish,1981,1085,7,6,6,6,8,53,53,8,5444991,01:38.2,214.254,1,Finished,2022,12,34,French Grand Prix,7-24-2022,37,10,0,Spain,France,102735.6792,N-A,0
4,Fernando Alonso,7-29-1981,Spanish,1981,1087,3,5,5,5,10,44,35,13,5226150,01:52.9,223.397,1,Finished,2022,14,13,Belgian Grand Prix,8-28-2022,51,9,0,Spain,Belgium,118776.1364,N-A,0
4,Fernando Alonso,7-29-1981,Spanish,1981,1088,13,6,6,6,8,72,51,4,5821527,01:14.1,206.792,1,Finished,2022,15,39,Dutch Grand Prix,9-4-2022,59,9,0,Spain,Netherlands,80854.54167,N-A,0
4,Fernando Alonso,7-29-1981,Spanish,1981,1092,7,7,7,7,6,28,25,2,10950373,01:44.4,200.218,1,Finished,2022,18,22,Japanese Grand Prix,10-9-2022,65,9,0,Spain,Japan,133941.8929,N-A,0
4,Fernando Alonso,7-29-1981,Spanish,1981,1093,14,7,7,7,6,56,39,8,6186765,01:41.5,195.461,1,Finished,2022,19,69,United States Grand Prix,10-23-2022,71,9,0,Spain,United States,110477.9464,N-A,0
4,Fernando Alonso,7-29-1981,Spanish,1981,1095,17,5,5,5,10,71,62,4,5923605,01:14.2,209.163,1,Finished,2022,21,18,Brazilian Grand Prix,11-13-2022,81,9,0,Spain,Brazil,83431.05634,N-A,0
5,Heikki Kovalainen,10-19-1981,Finnish,1981,3,12,5,5,5,4,56,41,10,7128587,01:54.5,171.361,1,Finished,2009,3,17,Chinese Grand Prix,4-19-2009,4,9,0,Finland,China,127296.1964,N-A,0
5,Heikki Kovalainen,10-19-1981,Finnish,1981,4,11,12,12,12,0,57,54,12,5586006,01:35.5,203.969,1,Finished,2009,4,3,Bahrain Grand Prix,4-26-2009,4,10,0,Finland,Bahrain,98000.10526,N-A,0
5,Heikki Kovalainen,10-19-1981,Finnish,1981,9,6,8,8,8,1,60,59,17,5862002,01:35.5,194.011,1,Finished,2009,9,20,German Grand Prix,7-12-2009,5,13,0,Finland,Germany,97700.03333,N-A,0
5,Heikki Kovalainen,10-19-1981,Finnish,1981,10,6,5,5,5,4,70,63,8,5938268,01:23.0,190.115,1,Finished,2009,10,11,Hungarian Grand Prix,7-26-2009,9,12,0,Finland,Hungary,84832.4,N-A,0
5,Heikki Kovalainen,10-19-1981,Finnish,1981,11,2,4,4,4,5,57,56,7,5771321,01:39.3,196.378,1,Finished,2009,11,12,European Grand Prix,8-23-2009,14,12,0,Finland,Europe,101251.2456,N-A,0
5,Heikki Kovalainen,10-19-1981,Finnish,1981,12,15,6,6,6,3,44,24,13,5063758,01:48.3,232.716,1,Finished,2009,12,13,Belgian Grand Prix,8-30-2009,17,10,0,Finland,Belgium,115085.4091,N-A,0
5,Heikki Kovalainen,10-19-1981,Finnish,1981,13,4,6,6,6,3,53,51,6,4642399,01:25.1,245.036,1,Finished,2009,13,14,Italian Grand Prix,9-13-2009,20,10,0,Finland,Italy,87592.43396,N-A,0
5,Heikki Kovalainen,10-19-1981,Finnish,1981,14,8,7,7,7,2,61,36,11,7002494,01:49.3,167.114,1,Finished,2009,14,15,Singapore Grand Prix,9-27-2009,22,12,0,Finland,Singapore,114794.9836,N-A,0
5,Heikki Kovalainen,10-19-1981,Finnish,1981,15,11,11,11,11,0,53,35,12,5314178,01:33.8,222.867,1,Finished,2009,15,22,Japanese Grand Prix,10-4-2009,22,12,0,Finland,Japan,100267.5094,N-A,0
5,Heikki Kovalainen,10-19-1981,Finnish,1981,16,16,9,9,9,0,71,68,5,5591580,01:14.3,208.772,1,Finished,2009,16,18,Brazilian Grand Prix,10-18-2009,22,12,0,Finland,Brazil,79106.76056,N-A,0
5,Heikki Kovalainen,10-19-1981,Finnish,1981,17,18,11,11,11,0,55,53,18,5696212,01:41.3,197.346,1,Finished,2009,17,24,Abu Dhabi Grand Prix,11-1-2009,22,12,0,Finland,United Arab Emirates,103567.4909,N-A,0
5,Heikki Kovalainen,10-19-1981,Finnish,1981,18,3,5,5,5,4,58,43,1,5708630,01:27.4,218.385,1,Finished,2008,1,1,Australian Grand Prix,3-16-2008,4,5,0,Finland,Australia,98424.65517,N-A,0
5,Heikki Kovalainen,10-19-1981,Finnish,1981,19,8,3,3,3,6,56,19,7,5517005,01:35.9,208.031,1,Finished,2008,2,2,Malaysian Grand Prix,3-23-2008,10,4,0,Finland,Malaysia,98517.94643,N-A,0
5,Heikki Kovalainen,10-19-1981,Finnish,1981,20,5,5,5,5,4,57,49,1,5493759,01:33.2,209.062,1,Finished,2008,3,3,Bahrain Grand Prix,4-6-2008,14,5,0,Finland,Bahrain,96381.73684,N-A,0
5,Heikki Kovalainen,10-19-1981,Finnish,1981,23,4,8,8,8,1,76,74,2,7275933,01:17.3,155.586,1,Finished,2008,6,6,Monaco Grand Prix,5-25-2008,15,6,0,Finland,Monaco,95735.96053,N-A,0
5,Heikki Kovalainen,10-19-1981,Finnish,1981,24,7,9,9,9,0,70,62,11,5838660,01:18.5,200.091,1,Finished,2008,7,7,Canadian Grand Prix,6-8-2008,15,6,0,Finland,Canada,83412.57143,N-A,0
5,Heikki Kovalainen,10-19-1981,Finnish,1981,25,10,4,4,4,5,70,46,3,5539174,01:17.1,205.87,1,Finished,2008,8,8,French Grand Prix,6-22-2008,20,6,0,Finland,France,79131.05714,N-A,0
5,Heikki Kovalainen,10-19-1981,Finnish,1981,27,3,5,5,5,4,67,63,4,5493285,01:16.5,215.261,1,Finished,2008,10,10,German Grand Prix,7-20-2008,28,6,0,Finland,Germany,81989.32836,N-A,0
5,Heikki Kovalainen,10-19-1981,Finnish,1981,28,2,1,1,1,10,70,19,7,5847067,01:21.8,192.917,1,Finished,2008,11,11,Hungarian Grand Prix,8-3-2008,38,6,1,Finland,Hungary,83529.52857,Heikki Kovalainen,0.166666667
5,Heikki Kovalainen,10-19-1981,Finnish,1981,29,5,4,4,4,5,57,19,3,5772042,01:39.1,196.831,1,Finished,2008,12,12,European Grand Prix,8-24-2008,43,5,1,Finland,Europe,101263.8947,N-A,0.2
5,Heikki Kovalainen,10-19-1981,Finnish,1981,31,2,2,2,2,8,53,53,13,5220006,01:30.3,230.95,1,Finished,2008,14,14,Italian Grand Prix,9-14-2008,51,6,1,Finland,Italy,98490.67925,N-A,0.166666667
5,Heikki Kovalainen,10-19-1981,Finnish,1981,32,5,10,10,10,0,61,14,12,7063206,01:47.3,169.943,1,Finished,2008,15,15,Singapore Grand Prix,9-28-2008,51,6,1,Finland,Singapore,115790.2623,N-A,0.166666667
5,Heikki Kovalainen,10-19-1981,Finnish,1981,35,5,7,7,7,2,71,36,6,5706509,01:14.2,209.042,1,Finished,2008,18,18,Brazilian Grand Prix,11-2-2008,53,7,1,Finland,Brazil,80373.3662,N-A,0.142857143
5,Heikki Kovalainen,10-19-1981,Finnish,1981,37,11,8,8,8,1,56,41,7,5606945,01:37.8,204.015,1,Finished,2007,2,2,Malaysian Grand Prix,4-8-2007,1,9,0,Finland,Malaysia,100124.0179,N-A,0
5,Heikki Kovalainen,10-19-1981,Finnish,1981,38,12,9,9,9,0,57,27,10,5696926,01:35.5,204.065,1,Finished,2007,3,3,Bahrain Grand Prix,4-15-2007,1,10,0,Finland,Bahrain,99946.07018,N-A,0
5,Heikki Kovalainen,10-19-1981,Finnish,1981,39,8,7,7,7,2,65,32,4,5558358,01:23.0,201.952,1,Finished,2007,4,4,Spanish Grand Prix,5-13-2007,3,11,0,Finland,Spain,85513.2,N-A,0
5,Heikki Kovalainen,10-19-1981,Finnish,1981,41,22,4,4,4,5,70,67,13,6258021,01:18.4,200.331,1,Finished,2007,6,7,Canadian Grand Prix,6-10-2007,8,9,0,Finland,Canada,89400.3,N-A,0
5,Heikki Kovalainen,10-19-1981,Finnish,1981,42,6,5,5,5,4,73,67,7,5511365,01:14.0,203.94,1,Finished,2007,7,19,United States Grand Prix,6-17-2007,12,8,0,Finland,United States,75498.17808,N-A,0
5,Heikki Kovalainen,10-19-1981,Finnish,1981,46,11,8,8,8,1,70,69,8,5821095,01:20.9,194.867,1,Finished,2007,11,11,Hungarian Grand Prix,8-5-2007,16,8,0,Finland,Hungary,83158.5,N-A,0
5,Heikki Kovalainen,10-19-1981,Finnish,1981,47,7,6,6,6,3,58,20,7,5248330,01:28.6,216.886,1,Finished,2007,12,5,Turkish Grand Prix,8-26-2007,19,7,0,Finland,Turkey,90488.44828,N-A,0
5,Heikki Kovalainen,10-19-1981,Finnish,1981,48,7,7,7,7,2,53,53,7,4784557,01:24.2,247.605,1,Finished,2007,13,14,Italian Grand Prix,9-9-2007,21,7,0,Finland,Italy,90274.66038,N-A,0
5,Heikki Kovalainen,10-19-1981,Finnish,1981,49,9,8,8,8,1,44,21,8,4924172,01:49.6,230.058,1,Finished,2007,14,13,Belgian Grand Prix,9-16-2007,22,7,0,Finland,Belgium,111913,N-A,0
5,Heikki Kovalainen,10-19-1981,Finnish,1981,50,11,2,2,2,8,67,34,9,7242956,01:29.7,183.222,1,Finished,2007,15,16,Japanese Grand Prix,9-30-2007,30,7,0,Finland,Japan,108103.8209,N-A,0
5,Heikki Kovalainen,10-19-1981,Finnish,1981,51,13,9,9,9,0,56,52,8,5959581,01:39.3,197.557,1,Finished,2007,16,17,Chinese Grand Prix,10-7-2007,30,7,0,Finland,China,106421.0893,N-A,0
5,Heikki Kovalainen,10-19-1981,Finnish,1981,855,18,18,18,18,0,53,50,17,5541251,01:39.3,210.532,1,Finished,2011,15,22,Japanese Grand Prix,10-9-2011,0,22,0,Finland,Japan,104551.9057,N-A,0
5,Heikki Kovalainen,10-19-1981,Finnish,1981,867,16,14,14,14,0,57,40,19,6351303,01:45.3,185.275,1,Finished,2012,8,12,European Grand Prix,6-24-2012,0,19,0,Finland,Europe,111426.3684,N-A,0
5,Heikki Kovalainen,10-19-1981,Finnish,1981,873,19,15,15,15,0,59,48,18,7334111,01:55.2,158.485,1,Finished,2012,14,15,Singapore Grand Prix,9-23-2012,0,20,0,Finland,Singapore,124306.9661,N-A,0
5,Heikki Kovalainen,10-19-1981,Finnish,1981,877,18,13,13,13,0,55,51,15,6406431,01:47.1,186.662,1,Finished,2012,18,24,Abu Dhabi Grand Prix,11-4-2012,0,20,0,Finland,United Arab Emirates,116480.5636,N-A,0
5,Heikki Kovalainen,10-19-1981,Finnish,1981,898,8,15,15,15,0,56,52,7,6052211,01:41.0,196.448,1,Finished,2013,18,69,United States Grand Prix,11-17-2013,0,23,0,Finland,United States,108075.1964,N-A,0
6,Kazuki Nakajima,1-11-1985,Japanese,1985,7,12,12,12,12,0,58,58,6,5251224,01:28.0,218.402,1,Finished,2009,7,5,Turkish Grand Prix,6-7-2009,0,20,0,Japan,Turkey,90538.34483,N-A,0
6,Kazuki Nakajima,1-11-1985,Japanese,1985,8,5,11,11,11,0,60,14,11,5043351,01:21.8,226.129,1,Finished,2009,8,9,British Grand Prix,6-21-2009,0,20,0,Japan,United Kingdom,84055.85,N-A,0
6,Kazuki Nakajima,1-11-1985,Japanese,1985,9,13,12,12,12,0,60,49,5,5866186,01:34.2,196.659,1,Finished,2009,9,20,German Grand Prix,7-12-2009,0,20,0,Japan,Germany,97769.76667,N-A,0
6,Kazuki Nakajima,1-11-1985,Japanese,1985,10,9,9,9,9,0,70,55,11,5972650,01:23.2,189.608,1,Finished,2009,10,11,Hungarian Grand Prix,7-26-2009,0,18,0,Japan,Hungary,85323.57143,N-A,0
6,Kazuki Nakajima,1-11-1985,Japanese,1985,12,18,13,13,13,0,44,42,11,5085236,01:48.2,233.024,1,Finished,2009,12,13,Belgian Grand Prix,8-30-2009,0,19,0,Japan,Belgium,115573.5455,N-A,0
6,Kazuki Nakajima,1-11-1985,Japanese,1985,13,17,10,10,10,0,53,51,16,4743869,01:26.0,242.565,1,Finished,2009,13,14,Italian Grand Prix,9-13-2009,0,19,0,Japan,Italy,89506.96226,N-A,0
6,Kazuki Nakajima,1-11-1985,Japanese,1985,14,10,9,9,9,0,61,45,13,7022391,01:49.4,166.98,1,Finished,2009,14,15,Singapore Grand Prix,9-27-2009,0,19,0,Japan,Singapore,115121.1639,N-A,0
6,Kazuki Nakajima,1-11-1985,Japanese,1985,15,15,15,15,15,0,53,26,18,5318416,01:34.8,220.558,1,Finished,2009,15,22,Japanese Grand Prix,10-4-2009,0,19,0,Japan,Japan,100347.4717,N-A,0
6,Kazuki Nakajima,1-11-1985,Japanese,1985,17,13,13,13,13,0,55,54,9,5703253,01:40.8,198.447,1,Finished,2009,17,24,Abu Dhabi Grand Prix,11-1-2009,0,20,0,Japan,United Arab Emirates,103695.5091,N-A,0
6,Kazuki Nakajima,1-11-1985,Japanese,1985,21,12,7,7,7,2,66,48,15,5957295,01:23.5,200.576,1,Finished,2008,4,4,Spanish Grand Prix,4-27-2008,5,11,0,Japan,Spain,90262.04545,N-A,0
6,Kazuki Nakajima,1-11-1985,Japanese,1985,23,13,7,7,7,2,76,75,13,7272922,01:19.9,150.469,1,Finished,2008,6,6,Monaco Grand Prix,5-25-2008,7,11,0,Japan,Monaco,95696.34211,N-A,0
6,Kazuki Nakajima,1-11-1985,Japanese,1985,27,16,14,14,14,0,67,23,17,5540877,01:17.7,211.947,1,Finished,2008,10,10,German Grand Prix,7-20-2008,8,13,0,Japan,Germany,82699.65672,N-A,0
6,Kazuki Nakajima,1-11-1985,Japanese,1985,31,18,12,12,12,0,53,53,11,5269509,01:30.2,231.167,1,Finished,2008,14,14,Italian Grand Prix,9-14-2008,8,15,0,Japan,Italy,99424.69811,N-A,0
6,Kazuki Nakajima,1-11-1985,Japanese,1985,32,10,8,8,8,1,61,13,10,7054793,01:47.3,170.022,1,Finished,2008,15,15,Singapore Grand Prix,9-28-2008,9,15,0,Japan,Singapore,115652.3443,N-A,0
6,Kazuki Nakajima,1-11-1985,Japanese,1985,34,17,12,12,12,0,56,54,17,5608250,01:38.0,200.202,1,Finished,2008,17,17,Chinese Grand Prix,10-19-2008,9,15,0,Japan,China,100147.3214,N-A,0
7,Sébastien Bourdais,2-28-1979,French,1979,1,17,8,8,8,1,58,50,17,5662082,01:29.8,212.537,1,Finished,2009,1,1,Australian Grand Prix,3-29-2009,1,8,0,France,Australia,97622.10345,N-A,0
7,Sébastien Bourdais,2-28-1979,French,1979,2,15,10,10,10,0,31,17,12,4354256,01:39.2,201.072,1,Finished,2009,2,2,Malaysian Grand Prix,4-5-2009,1,11,0,France,Malaysia,110735.0323,N-A,0
7,Sébastien Bourdais,2-28-1979,French,1979,3,15,11,11,11,0,56,43,5,7157641,01:53.5,172.934,1,Finished,2009,3,17,Chinese Grand Prix,4-19-2009,1,13,0,France,China,127815.0179,N-A,0
7,Sébastien Bourdais,2-28-1979,French,1979,4,20,13,13,13,0,57,30,9,5586987,01:35.4,204.205,1,Finished,2009,4,3,Bahrain Grand Prix,4-26-2009,1,14,0,France,Bahrain,98017.31579,N-A,0
7,Sébastien Bourdais,2-28-1979,French,1979,6,14,8,8,8,1,78,47,13,6107424,01:16.2,157.84,1,Finished,2009,6,6,Monaco Grand Prix,5-24-2009,2,15,0,France,Monaco,78300.30769,N-A,0
7,Sébastien Bourdais,2-28-1979,French,1979,27,15,12,12,12,0,67,63,10,5519985,01:17.0,213.935,1,Finished,2008,10,10,German Grand Prix,7-20-2008,2,18,0,France,Germany,82387.83582,N-A,0
7,Sébastien Bourdais,2-28-1979,French,1979,29,10,10,10,10,0,57,35,11,5822133,01:39.6,195.79,1,Finished,2008,12,12,European Grand Prix,8-24-2008,2,18,0,France,Europe,102142.6842,N-A,0
7,Sébastien Bourdais,2-28-1979,French,1979,30,9,7,7,7,2,44,31,6,4996129,01:49.0,231.32,1,Finished,2008,13,13,Belgian Grand Prix,9-7-2008,4,17,0,France,Belgium,113548.3864,N-A,0
7,Sébastien Bourdais,2-28-1979,French,1979,32,17,12,12,12,0,61,29,14,7065736,01:47.8,169.181,1,Finished,2008,15,15,Singapore Grand Prix,9-28-2008,4,17,0,France,Singapore,115831.7377,N-A,0
7,Sébastien Bourdais,2-28-1979,French,1979,33,10,10,10,10,0,67,49,6,5480977,01:19.3,207.246,1,Finished,2008,16,16,Japanese Grand Prix,10-12-2008,4,17,0,France,Japan,81805.62687,N-A,0
7,Sébastien Bourdais,2-28-1979,French,1979,34,8,13,13,13,0,56,36,12,5608860,01:37.5,201.366,1,Finished,2008,17,17,Chinese Grand Prix,10-19-2008,4,17,0,France,China,100158.2143,N-A,0
8,Kimi Räikkönen,10-17-1979,Finnish,1979,3,8,10,10,10,0,56,38,15,7155235,01:55.4,170.054,1,Finished,2009,3,17,Chinese Grand Prix,4-19-2009,0,16,0,Finland,China,127772.0536,N-A,0
8,Kimi Räikkönen,10-17-1979,Finnish,1979,4,10,6,6,6,3,57,42,11,5550239,01:35.5,204.016,1,Finished,2009,4,3,Bahrain Grand Prix,4-26-2009,3,12,0,Finland,Bahrain,97372.61404,N-A,0
8,Kimi Räikkönen,10-17-1979,Finnish,1979,6,2,3,3,3,6,78,47,5,6057724,01:15.4,159.507,1,Finished,2009,6,6,Monaco Grand Prix,5-24-2009,9,8,0,Finland,Monaco,77663.12821,N-A,0
8,Kimi Räikkönen,10-17-1979,Finnish,1979,7,6,9,9,9,0,58,58,8,5235094,01:28.1,218.221,1,Finished,2009,7,5,Turkish Grand Prix,6-7-2009,9,10,0,Finland,Turkey,90260.24138,N-A,0
8,Kimi Räikkönen,10-17-1979,Finnish,1979,8,9,8,8,8,1,60,14,7,5038950,01:21.7,226.653,1,Finished,2009,8,9,British Grand Prix,6-21-2009,10,10,0,Finland,United Kingdom,83982.5,N-A,0
8,Kimi Räikkönen,10-17-1979,Finnish,1979,10,7,2,2,2,8,70,70,2,5915405,01:22.4,191.323,1,Finished,2009,10,11,Hungarian Grand Prix,7-26-2009,18,9,0,Finland,Hungary,84505.78571,N-A,0
8,Kimi Räikkönen,10-17-1979,Finnish,1979,11,6,3,3,3,6,57,39,5,5767283,01:39.2,196.643,1,Finished,2009,11,12,European Grand Prix,8-23-2009,24,7,0,Finland,Europe,101180.4035,N-A,0
8,Kimi Räikkönen,10-17-1979,Finnish,1979,12,6,1,1,1,10,44,42,4,5030995,01:47.7,234.173,1,Finished,2009,12,13,Belgian Grand Prix,8-30-2009,34,5,1,Finland,Belgium,114340.7955,Kimi Räikkönen,0.2
8,Kimi Räikkönen,10-17-1979,Finnish,1979,13,3,3,3,3,6,53,36,2,4612370,01:24.8,246.042,1,Finished,2009,13,14,Italian Grand Prix,9-13-2009,40,5,1,Finland,Italy,87025.84906,N-A,0.2
8,Kimi Räikkönen,10-17-1979,Finnish,1979,14,12,10,10,10,0,61,54,5,7025229,01:48.4,168.49,1,Finished,2009,14,15,Singapore Grand Prix,9-27-2009,40,5,1,Finland,Singapore,115167.6885,N-A,0.2
8,Kimi Räikkönen,10-17-1979,Finnish,1979,15,5,4,4,4,5,53,33,3,5308383,01:33.0,224.789,1,Finished,2009,15,22,Japanese Grand Prix,10-4-2009,45,5,1,Finland,Japan,100158.1698,N-A,0.2
8,Kimi Räikkönen,10-17-1979,Finnish,1979,16,5,6,6,6,3,71,47,9,5576421,01:14.6,208.058,1,Finished,2009,16,18,Brazilian Grand Prix,10-18-2009,48,6,1,Finland,Brazil,78541.14085,N-A,0.166666667
8,Kimi Räikkönen,10-17-1979,Finnish,1979,17,11,12,12,12,0,55,54,12,5697731,01:40.8,198.272,1,Finished,2009,17,24,Abu Dhabi Grand Prix,11-1-2009,48,6,1,Finland,United Arab Emirates,103595.1091,N-A,0.166666667
8,Kimi Räikkönen,10-17-1979,Finnish,1979,19,2,1,1,1,10,56,37,2,5478555,01:35.4,209.158,1,Finished,2008,2,2,Malaysian Grand Prix,3-23-2008,11,2,1,Finland,Malaysia,97831.33929,Kimi Räikkönen,0.5
8,Kimi Räikkönen,10-17-1979,Finnish,1979,20,4,2,2,2,8,57,35,4,5470309,01:33.7,207.911,1,Finished,2008,3,3,Bahrain Grand Prix,4-6-2008,19,1,1,Finland,Bahrain,95970.33333,N-A,1
8,Kimi Räikkönen,10-17-1979,Finnish,1979,21,1,1,1,1,10,66,46,1,5899051,01:21.7,205.191,1,Finished,2008,4,4,Spanish Grand Prix,4-27-2008,29,1,2,Finland,Spain,89379.56061,Kimi Räikkönen,2
8,Kimi Räikkönen,10-17-1979,Finnish,1979,22,4,3,3,3,6,58,20,1,5213722,01:26.5,222.144,1,Finished,2008,5,5,Turkish Grand Prix,5-11-2008,35,1,2,Finland,Turkey,89891.75862,N-A,2
8,Kimi Räikkönen,10-17-1979,Finnish,1979,23,2,9,9,9,0,76,74,1,7276534,01:16.7,156.789,1,Finished,2008,6,6,Monaco Grand Prix,5-25-2008,35,2,2,Finland,Monaco,95743.86842,N-A,1
8,Kimi Räikkönen,10-17-1979,Finnish,1979,25,1,2,2,2,8,70,16,1,5528229,01:16.6,207.224,1,Finished,2008,8,8,French Grand Prix,6-22-2008,43,3,2,Finland,France,78974.7,N-A,0.666666667
8,Kimi Räikkönen,10-17-1979,Finnish,1979,27,6,6,6,6,3,67,66,3,5495277,01:16.3,215.692,1,Finished,2008,10,10,German Grand Prix,7-20-2008,51,3,2,Finland,Germany,82020.25373,N-A,0.666666667
8,Kimi Räikkönen,10-17-1979,Finnish,1979,28,6,3,3,3,6,70,61,1,5863923,01:21.2,194.243,1,Finished,2008,11,11,Hungarian Grand Prix,8-3-2008,57,2,2,Finland,Hungary,83770.32857,N-A,1
8,Kimi Räikkönen,10-17-1979,Finnish,1979,31,14,9,9,9,0,53,53,1,5246962,01:28.0,236.859,1,Finished,2008,14,14,Italian Grand Prix,9-14-2008,57,4,2,Finland,Italy,98999.28302,N-A,0.5
8,Kimi Räikkönen,10-17-1979,Finnish,1979,33,2,3,3,3,6,67,66,2,5428292,01:19.0,207.947,1,Finished,2008,16,16,Japanese Grand Prix,10-12-2008,63,4,2,Finland,Japan,81019.28358,N-A,0.5
8,Kimi Räikkönen,10-17-1979,Finnish,1979,34,2,3,3,3,6,56,14,2,5533848,01:36.5,203.389,1,Finished,2008,17,17,Chinese Grand Prix,10-19-2008,69,4,2,Finland,China,98818.71429,N-A,0.5
8,Kimi Räikkönen,10-17-1979,Finnish,1979,35,3,3,3,3,6,71,59,3,5667670,01:14.1,209.296,1,Finished,2008,18,18,Brazilian Grand Prix,11-2-2008,75,3,2,Finland,Brazil,79826.33803,N-A,0.666666667
8,Kimi Räikkönen,10-17-1979,Finnish,1979,36,1,1,1,1,10,58,41,1,5128770,01:25.2,223.978,1,Finished,2007,1,1,Australian Grand Prix,3-18-2007,10,1,1,Finland,Australia,88427.06897,Kimi Räikkönen,1
8,Kimi Räikkönen,10-17-1979,Finnish,1979,37,3,3,3,3,6,56,40,4,5553269,01:37.2,205.237,1,Finished,2007,2,2,Malaysian Grand Prix,4-8-2007,16,2,1,Finland,Malaysia,99165.51786,N-A,0.5
8,Kimi Räikkönen,10-17-1979,Finnish,1979,38,3,3,3,3,6,57,39,3,5618354,01:34.4,206.483,1,Finished,2007,3,3,Bahrain Grand Prix,4-15-2007,22,2,1,Finland,Bahrain,98567.61404,N-A,0.5
8,Kimi Räikkönen,10-17-1979,Finnish,1979,41,4,5,5,5,4,70,21,5,6264299,01:16.9,204.259,1,Finished,2007,6,7,Canadian Grand Prix,6-10-2007,27,4,1,Finland,Canada,89489.98571,N-A,0.25
8,Kimi Räikkönen,10-17-1979,Finnish,1979,42,4,4,4,4,5,73,49,1,5485365,01:13.1,206.397,1,Finished,2007,7,19,United States Grand Prix,6-17-2007,32,4,1,Finland,United States,75142.28767,N-A,0.25
8,Kimi Räikkönen,10-17-1979,Finnish,1979,43,3,1,1,1,10,70,20,2,5454200,01:16.2,208.374,1,Finished,2007,8,8,French Grand Prix,7-1-2007,42,4,2,Finland,France,77917.14286,Kimi Räikkönen,0.5
8,Kimi Räikkönen,10-17-1979,Finnish,1979,44,2,1,1,1,10,59,17,1,4903074,01:20.6,229.514,1,Finished,2007,9,9,British Grand Prix,7-8-2007,52,3,3,Finland,United Kingdom,83102.94915,Kimi Räikkönen,1
8,Kimi Räikkönen,10-17-1979,Finnish,1979,46,3,2,2,2,8,70,70,1,5753706,01:20.0,197.029,1,Finished,2007,11,11,Hungarian Grand Prix,8-5-2007,60,3,3,Finland,Hungary,82195.8,N-A,1
8,Kimi Räikkönen,10-17-1979,Finnish,1979,47,3,2,2,2,8,58,57,1,5204436,01:27.3,220.136,1,Finished,2007,12,5,Turkish Grand Prix,8-26-2007,68,4,3,Finland,Turkey,89731.65517,N-A,0.75
8,Kimi Räikkönen,10-17-1979,Finnish,1979,48,5,3,3,3,6,53,21,3,4745131,01:23.4,250.147,1,Finished,2007,13,14,Italian Grand Prix,9-9-2007,74,3,3,Finland,Italy,89530.77358,N-A,1
8,Kimi Räikkönen,10-17-1979,Finnish,1979,49,1,1,1,1,10,44,12,2,4839066,01:48.1,233.261,1,Finished,2007,14,13,Belgian Grand Prix,9-16-2007,84,3,4,Finland,Belgium,109978.7727,Kimi Räikkönen,1.333333333
8,Kimi Räikkönen,10-17-1979,Finnish,1979,50,3,3,3,3,6,67,29,8,7244057,01:29.6,183.295,1,Finished,2007,15,16,Japanese Grand Prix,9-30-2007,90,3,4,Finland,Japan,108120.2537,N-A,1.333333333
