driverId,raceId,grid,position,positionText,positionOrder,points,laps,fastestLap,rank,race_ms,fastestLapTime,fastestLapSpeed,statusId
9,342,2,3,3,3,15,78,72,3,6615030,01:15.4,159.568,1
13,342,4,4,4,4,12,78,68,4,6616021,01:15.5,159.251,1
1,342,5,5,5,5,10,78,68,10,6617718,01:16.2,157.755,1
4,342,24,6,6,6,8,78,73,6,6619696,01:15.9,158.408,1
3,342,6,7,7,7,6,78,65,7,6620006,01:16.0,158.295,1
16,342,12,8,8,8,4,78,72,8,6620325,01:16.0,158.287,1
24,342,10,9,9,9,2,78,72,9,6620660,01:16.1,157.915,1
67,342,13,10,10,10,1,78,68,13,6621554,01:16.5,157.19,1
153,342,17,11,11,11,0,78,73,11,6622490,01:16.4,157.421,1
30,342,7,12,12,12,0,78,71,5,6619067,01:15.6,159.089,1
808,342,14,13,13,13,0,73,60,12,\N,01:16.4,157.371,23
812,342,23,14,14,14,0,70,69,19,\N,01:19.6,151.144,4
15,342,19,15,15,15,0,70,69,18,\N,01:19.3,151.55,4
5,342,18,\N,R,16,0,58,57,14,\N,01:18.4,153.365,38
811,342,22,\N,R,17,0,58,58,20,\N,01:20.1,150.056,9
22,342,9,\N,R,18,0,30,22,16,\N,01:19.1,152.06,22
155,342,16,\N,R,19,0,26,24,15,\N,01:18.8,152.637,6
810,342,21,\N,R,20,0,25,19,22,\N,01:22.3,146.179,36
10,342,20,\N,R,21,0,22,11,21,\N,01:20.8,148.857,49
37,342,15,\N,R,22,0,21,21,17,\N,01:19.3,151.684,9
18,342,8,\N,R,23,0,2,2,23,\N,02:14.3,89.54,5
807,342,11,\N,R,24,0,0,\N,\N,\N,\N,\N,33
1,343,2,1,1,1,25,58,54,12,5327620,01:30.1,213.342,1
18,343,4,2,2,2,18,58,42,7,5330265,01:29.9,213.769,1
17,343,1,3,3,3,15,58,54,2,5351905,01:29.2,215.447,1
30,343,5,4,4,4,12,58,53,6,5358730,01:29.8,213.971,1
3,343,6,5,5,5,10,58,52,9,5359886,01:30.0,213.574,1
9,343,7,6,6,6,8,58,57,4,5360444,01:29.6,214.521,1
13,343,8,7,7,7,6,58,58,10,5364255,01:30.0,213.529,1
4,343,12,8,8,8,4,58,56,11,5374164,01:30.0,213.493,1
16,343,11,9,9,9,2,58,55,8,5376649,01:30.0,213.617,1
155,343,10,10,10,10,1,58,42,16,5393270,01:30.9,211.426,1
37,343,13,11,11,11,0,58,50,14,5393564,01:30.4,212.525,1
153,343,16,12,12,12,0,58,50,3,5395420,01:29.5,214.628,1
24,343,18,13,13,13,0,57,53,18,\N,01:31.4,210.201,11
22,343,15,14,14,14,0,57,53,17,\N,01:30.9,211.329,11
808,343,9,15,15,15,0,57,57,1,\N,01:29.2,215.519,11
67,343,14,16,16,16,0,57,57,5,\N,01:29.6,214.501,11
807,343,17,17,17,17,0,57,51,15,\N,01:30.6,212.059,11
10,343,21,18,18,18,0,55,48,19,\N,01:32.3,208.278,13
810,343,23,19,19,19,0,55,55,20,\N,01:33.3,206.062,13
812,343,24,20,20,20,0,52,37,24,\N,01:34.6,203.169,48
811,343,22,\N,R,21,0,46,35,21,\N,01:34.2,203.898,32
20,343,3,\N,R,22,0,39,37,13,\N,01:30.2,213.091,4
5,343,20,\N,R,23,0,33,26,22,\N,01:34.4,203.647,9
15,343,19,\N,R,24,0,32,26,23,\N,01:34.5,203.432,9
1,344,1,1,1,1,25,70,62,2,5633456,01:17.8,201.778,1
18,344,4,2,2,2,18,70,66,4,5635710,01:18.1,200.906,1
4,344,3,3,3,3,15,70,44,6,5642670,01:18.2,200.744,1
20,344,2,4,4,4,12,70,62,8,5671273,01:18.4,200.206,1
17,344,7,5,5,5,10,70,62,5,5672747,01:18.1,200.895,1
3,344,10,6,6,6,8,70,68,3,5689540,01:17.8,201.711,1
9,344,8,7,7,7,6,70,67,1,5690756,01:17.0,203.965,1
67,344,15,8,8,8,4,69,39,15,\N,01:19.8,196.776,11
24,344,5,9,9,9,2,69,66,11,\N,01:19.3,197.855,11
16,344,9,10,10,10,1,69,68,13,\N,01:19.5,197.404,11
30,344,13,11,11,11,0,69,44,14,\N,01:19.6,197.288,11
153,344,16,12,12,12,0,69,69,16,\N,01:19.8,196.633,11
807,344,12,13,13,13,0,69,64,9,\N,01:18.9,198.95,11
22,344,11,14,14,14,0,69,65,10,\N,01:19.2,198.289,11
13,344,6,15,15,15,0,69,45,7,\N,01:18.3,200.441,11
5,344,19,16,16,16,0,68,65,18,\N,01:20.7,194.653,12
808,344,14,17,17,17,0,68,58,12,\N,01:19.5,197.596,12
812,344,24,18,18,18,0,66,47,21,\N,01:21.9,191.729,14
810,344,23,19,19,19,0,65,49,22,\N,01:21.9,191.605,15
10,344,21,\N,R,20,0,55,43,20,\N,01:21.7,192.234,26
15,344,20,\N,R,21,0,47,38,19,\N,01:20.8,194.323,23
37,344,17,\N,R,22,0,31,21,17,\N,01:20.6,194.846,5
811,344,22,\N,R,23,0,14,5,23,\N,01:24.5,185.741,9
155,344,18,\N,R,24,0,1,\N,\N,\N,\N,\N,3
20,345,1,1,1,1,25,57,52,3,6029571,01:39.1,196.774,1
1,345,3,2,2,2,18,57,56,4,6034613,01:39.2,196.744,1
18,345,7,3,3,3,15,57,54,1,6042229,01:38.8,197.521,1
22,345,9,4,4,4,12,57,56,5,6055198,01:39.5,196.085,1
9,345,6,5,5,5,10,57,55,7,6056693,01:39.5,195.981,1
16,345,13,6,6,6,8,57,52,8,6059739,01:39.8,195.469,1
155,345,18,7,7,7,6,57,57,6,6060536,01:39.5,196.03,1
4,345,4,8,8,8,4,57,50,10,6062380,01:39.9,195.3,1
67,345,11,9,9,9,2,57,53,11,6065870,01:40.1,194.92,1
3,345,12,10,10,10,1,57,57,9,6073953,01:39.9,195.322,1
13,345,5,11,11,11,0,57,52,13,6076192,01:40.2,194.679,1
37,345,16,12,12,12,0,57,56,16,6076985,01:40.4,194.248,1
153,345,17,13,13,13,0,57,55,15,6077810,01:40.3,194.448,1
808,345,10,14,14,14,0,57,57,12,6077858,01:40.1,194.889,1
30,345,15,15,15,15,0,57,53,2,6078397,01:39.0,197.118,1
24,345,14,16,16,16,0,57,52,14,6080461,01:40.3,194.49,1
810,345,21,17,17,17,0,56,45,20,\N,01:42.4,190.485,11
812,345,23,18,18,18,0,55,51,22,\N,01:43.8,187.905,12
10,345,22,19,19,19,0,55,48,19,\N,01:42.3,190.662,12
811,345,24,20,20,20,0,55,55,21,\N,01:42.9,189.536,12
15,345,19,21,21,21,0,53,53,18,\N,01:41.8,191.691,14
807,345,8,\N,R,22,0,49,46,17,\N,01:40.8,193.554,43
5,345,20,\N,R,23,0,8,8,24,\N,01:46.1,183.816,4
17,345,2,\N,R,24,0,8,5,23,\N,01:44.1,187.465,4
17,346,2,1,1,1,25,52,45,4,5078200,01:32.4,229.608,1
1,346,4,2,2,2,18,52,43,6,5079560,01:32.8,228.633,1
3,346,5,3,3,3,15,52,50,7,5099507,01:33.0,228.156,1
18,346,14,4,4,4,12,52,52,9,5100186,01:33.0,228.031,1
22,346,8,5,5,5,10,52,50,11,5109656,01:33.6,226.54,1
155,346,12,6,6,6,8,52,52,10,5110371,01:33.6,226.678,1
20,346,1,7,7,7,6,52,52,3,5114934,01:32.0,230.6,1
16,346,11,8,8,8,4,52,42,16,5119132,01:34.3,224.806,1
30,346,10,9,9,9,2,52,47,15,5119799,01:34.2,225.203,1
807,346,13,10,10,10,1,52,48,13,5120212,01:34.0,225.639,1
24,346,20,11,11,11,0,52,51,14,5120659,01:34.0,225.569,1
67,346,16,12,12,12,0,52,52,8,5125827,01:33.0,228.087,1
808,346,15,13,13,13,0,52,52,5,5137574,01:32.5,229.311,1
4,346,3,14,14,14,0,52,52,1,5140585,01:30.9,233.373,1
13,346,7,15,15,15,0,52,52,2,5145689,01:31.6,231.407,1
15,346,21,16,16,16,0,51,44,20,\N,01:36.5,219.724,11
5,346,18,17,17,17,0,51,48,18,\N,01:36.3,220.336,11
10,346,19,18,18,18,0,50,49,19,\N,01:36.4,219.961,12
812,346,23,19,19,19,0,50,40,23,\N,01:38.8,214.656,12
29,346,24,20,20,20,0,50,50,22,\N,01:38.3,215.723,12
153,346,17,\N,R,21,0,44,43,12,\N,01:33.7,226.219,23
37,346,9,\N,R,22,0,29,23,17,\N,01:35.9,221.182,4
9,346,6,\N,R,23,0,19,12,21,\N,01:36.8,218.982,30
810,346,22,\N,R,24,0,9,7,24,\N,01:40.6,210.725,9
4,347,2,1,1,1,25,67,66,2,5258864,01:15.9,217.005,1
13,347,3,2,2,2,18,67,66,3,5263060,01:16.1,216.386,1
20,347,1,3,3,3,15,67,67,1,5263985,01:15.8,217.166,1
1,347,6,4,4,4,12,67,65,5,5285760,01:16.5,215.238,1
18,347,5,5,5,5,10,67,65,4,5288346,01:16.5,215.385,1
17,347,4,6,6,6,8,67,57,9,5302470,01:16.7,214.747,1
9,347,7,7,7,7,6,66,62,16,\N,01:17.2,213.389,11
3,347,9,8,8,8,4,66,66,8,\N,01:16.6,214.94,11
30,347,11,9,9,9,2,66,66,14,\N,01:17.1,213.605,11
808,347,13,10,10,10,1,66,62,17,\N,01:17.2,213.3,11
155,347,12,11,11,11,0,66,63,15,\N,01:17.1,213.571,11
22,347,8,12,12,12,0,66,63,13,\N,01:17.0,213.768,11
807,347,10,13,13,13,0,66,61,11,\N,01:16.8,214.305,11
37,347,14,14,14,14,0,66,61,6,\N,01:16.5,215.171,11
153,347,15,15,15,15,0,66,66,12,\N,01:17.0,213.929,11
24,347,21,16,16,16,0,65,64,7,\N,01:16.6,214.977,12
16,347,19,17,17,17,0,65,65,10,\N,01:16.7,214.722,12
10,347,23,18,18,18,0,64,62,18,\N,01:18.2,210.538,13
811,347,20,19,19,19,0,63,57,21,\N,01:20.9,203.638,14
5,347,18,\N,R,20,0,56,51,19,\N,01:20.7,204.135,4
810,347,24,\N,R,21,0,50,49,20,\N,01:20.7,204.037,6
29,347,22,\N,R,22,0,19,16,22,\N,01:23.5,197.105,5
15,347,17,\N,R,23,0,3,2,23,\N,02:14.5,122.47,6
67,347,16,\N,R,24,0,1,\N,\N,\N,\N,\N,4
17,348,2,1,1,1,25,70,46,2,6065571,01:22.7,190.821,1
4,348,3,2,2,2,18,70,67,4,6083392,01:23.2,189.573,1
20,348,1,3,3,3,15,70,70,1,6084823,01:22.4,191.491,1
13,348,4,4,4,4,12,70,69,5,6093045,01:23.3,189.269,1
808,348,7,5,5,5,10,70,61,6,6138763,01:23.8,188.207,1
807,348,10,6,6,6,8,70,66,7,6142294,01:24.2,187.302,1
37,348,9,7,7,7,6,69,65,10,\N,01:24.3,186.995,11
18,348,11,8,8,8,4,69,61,8,\N,01:24.2,187.3,11
155,348,23,9,9,9,2,69,68,9,\N,01:24.3,187.128,11
22,348,12,10,10,10,1,69,68,3,\N,01:22.8,190.452,11
30,348,14,11,11,11,0,69,64,12,\N,01:25.4,184.739,11
67,348,15,12,12,12,0,69,58,13,\N,01:25.4,184.573,11
24,348,16,13,13,13,0,69,58,11,\N,01:25.4,184.77,11
5,348,19,14,14,14,0,67,64,18,\N,01:27.5,180.335,13
15,348,20,15,15,15,0,67,58,17,\N,01:27.4,180.393,13
10,348,18,16,16,16,0,67,59,19,\N,01:27.7,179.889,13
811,348,22,17,17,17,0,67,61,21,\N,01:28.1,179.033,13
810,348,21,18,18,18,0,66,62,16,\N,01:27.3,180.686,14
29,348,24,19,19,19,0,66,59,23,\N,01:29.3,176.657,14
1,348,5,\N,R,20,0,23,22,14,\N,01:26.3,182.842,6
9,348,8,\N,R,21,0,23,21,15,\N,01:26.8,181.648,31
3,348,6,\N,R,22,0,15,13,20,\N,01:28.0,179.316,36
16,348,13,\N,R,23,0,15,12,22,\N,01:28.2,178.862,4
153,348,17,\N,R,24,0,1,\N,\N,\N,\N,\N,5
1,349,2,1,1,1,25,44,32,1,5344268,01:49.1,231.178,1
17,349,1,2,2,2,18,44,32,2,5345839,01:49.4,230.489,1
9,349,3,3,3,3,15,44,29,3,5347761,01:49.8,229.624,1
13,349,6,4,4,4,12,44,26,4,5352532,01:50.1,228.99,1
16,349,8,5,5,5,10,44,25,5,5353362,01:50.5,228.232,1
3,349,14,6,6,6,8,44,31,10,5356627,01:51.7,225.757,1
30,349,21,7,7,7,6,44,32,13,5359816,01:51.9,225.301,1
155,349,17,8,8,8,4,44,29,11,5360946,01:51.7,225.634,1
808,349,23,9,9,9,2,44,32,7,5368119,01:51.2,226.799,1
24,349,12,10,10,10,1,44,31,14,5379099,01:52.3,224.593,1
37,349,24,11,11,11,0,44,31,15,5380287,01:52.5,224.054,1
67,349,16,12,12,12,0,44,30,17,5384163,01:53.0,223.203,1
153,349,11,13,13,13,0,44,31,9,5393725,01:51.6,225.984,1
807,349,9,14,14,14,0,43,28,12,\N,01:51.9,225.402,11
20,349,4,15,15,15,0,43,22,6,\N,01:50.9,227.427,11
5,349,13,16,16,16,0,43,23,22,\N,01:55.8,217.746,11
810,349,22,17,17,17,0,43,25,21,\N,01:55.7,217.919,11
10,349,20,18,18,18,0,43,31,19,\N,01:55.3,218.745,11
15,349,15,19,19,19,0,43,24,18,\N,01:55.1,219.059,11
29,349,19,20,20,20,0,42,31,20,\N,01:55.5,218.336,12
4,349,10,\N,R,21,0,37,29,8,\N,01:51.4,226.393,3
18,349,5,\N,R,22,0,15,6,16,\N,01:52.9,223.375,4
811,349,18,\N,R,23,0,5,5,23,\N,02:20.2,179.844,31
22,349,7,\N,R,24,0,0,\N,\N,\N,\N,\N,4
4,350,1,1,1,1,25,53,52,1,4584572,01:24.1,247.861,1
18,350,2,2,2,2,18,53,46,8,4587510,01:24.6,246.516,1
13,350,3,3,3,3,15,53,51,6,4588795,01:24.6,246.583,1
20,350,6,4,4,4,12,53,50,4,4612768,01:24.5,246.822,1
3,350,7,5,5,5,10,53,52,3,4614514,01:24.5,246.828,1
17,350,4,6,6,6,8,53,52,2,4615848,01:24.3,247.452,1
807,350,8,7,7,7,6,53,52,7,4617384,01:24.6,246.58,1
9,350,9,8,8,8,4,53,48,5,4618600,01:24.6,246.627,1
30,350,12,9,9,9,2,53,49,11,4629520,01:24.9,245.503,1
22,350,10,10,10,10,1,53,48,14,4648785,01:25.2,244.662,1
67,350,14,11,11,11,0,53,51,13,4649628,01:25.2,244.705,1
24,350,19,12,12,12,0,53,51,12,4650678,01:25.1,245.056,1
808,350,20,13,13,13,0,53,53,9,4663491,01:24.6,246.382,1
37,350,16,14,14,14,0,52,47,16,\N,01:26.3,241.584,11
153,350,15,15,15,15,0,52,51,15,\N,01:25.5,243.995,11
16,350,11,16,16,16,0,52,51,10,\N,01:24.9,245.532,11
10,350,24,17,17,17,0,51,50,17,\N,01:27.8,237.62,12
5,350,18,18,18,18,0,51,50,18,\N,01:27.8,237.466,12
29,350,23,19,19,19,0,51,45,20,\N,01:28.9,234.653,12
810,350,21,20,20,20,0,50,46,19,\N,01:28.2,236.526,13
15,350,17,\N,R,21,0,46,30,21,\N,01:29.0,234.278,5
811,350,22,\N,R,22,0,11,10,22,\N,01:30.9,229.476,31
1,350,5,\N,R,23,0,0,\N,\N,\N,\N,\N,4
155,350,13,\N,R,24,0,0,\N,\N,\N,\N,\N,6
4,351,1,1,1,1,25,61,58,1,7073579,01:48.0,169.137,1
20,351,2,2,2,2,18,61,59,2,7073872,01:48.1,168.879,1
17,351,5,3,3,3,15,61,54,5,7102720,01:49.7,166.47,1
18,351,4,4,4,4,12,61,61,7,7103963,01:49.7,166.462,1
3,351,7,5,5,5,10,61,55,8,7122973,01:50.1,165.837,1
22,351,6,6,6,6,8,61,52,9,7129680,01:50.3,165.522,1
9,351,8,7,7,7,6,61,56,3,7160138,01:49.3,167.157,1
13,351,24,8,8,8,4,61,45,12,7186876,01:52.1,162.945,1
16,351,15,9,9,9,2,61,45,15,7195995,01:52.5,162.374,1
807,351,17,10,10,10,1,61,45,13,7206370,01:52.2,162.751,1
808,351,12,11,11,11,0,60,46,11,\N,01:51.9,163.202,11
153,351,11,12,12,12,0,60,43,14,\N,01:52.3,162.577,11
30,351,9,13,13,13,0,60,54,4,\N,01:49.7,166.509,11
67,351,13,14,14,14,0,60,59,6,\N,01:49.7,166.464,11
810,351,20,15,15,15,0,59,55,17,\N,01:52.5,162.317,12
5,351,19,16,16,16,0,58,53,18,\N,01:53.1,161.544,5
10,351,18,\N,R,17,0,49,38,19,\N,01:53.6,160.822,9
2,351,14,\N,R,18,0,36,29,16,\N,01:52.5,162.372,4
1,351,3,\N,R,19,0,35,31,10,\N,01:50.7,164.901,4
32,351,22,\N,R,20,0,31,23,22,\N,01:57.8,155.077,9
155,351,10,\N,R,21,0,30,22,20,\N,01:54.0,160.26,3
811,351,23,\N,R,22,0,29,19,23,\N,01:58.0,154.819,3
15,351,21,\N,R,23,0,27,20,21,\N,01:56.4,156.915,9
24,351,16,\N,R,24,0,1,\N,\N,\N,\N,\N,4
20,352,1,1,1,1,25,53,51,3,5427323,01:33.7,223.219,1
17,352,2,2,2,2,18,53,53,1,5428228,01:33.5,223.647,1
4,352,4,3,3,3,15,53,53,4,5430044,01:33.8,222.815,1
18,352,5,4,4,4,12,53,53,2,5440845,01:33.5,223.515,1
1,352,8,5,5,5,10,53,35,9,5466918,01:35.2,219.633,1
30,352,10,6,6,6,8,53,52,7,5487256,01:34.9,220.395,1
155,352,14,7,7,7,6,53,50,6,5491361,01:34.5,221.251,1
2,352,11,8,8,8,4,53,52,10,5496971,01:35.5,218.854,1
22,352,7,9,9,9,2,53,53,11,5498169,01:35.6,218.68,1
67,352,18,10,10,10,1,53,52,8,5500129,01:35.1,219.786,1
153,352,16,11,11,11,0,52,49,5,\N,01:34.4,221.535,11
5,352,20,12,12,12,0,52,51,14,\N,01:37.6,214.148,11
15,352,19,13,13,13,0,51,28,15,\N,01:39.7,209.66,12
10,352,22,14,14,14,0,51,51,17,\N,01:39.8,209.443,12
811,352,23,15,15,15,0,51,49,18,\N,01:40.3,208.366,12
29,352,24,16,16,16,0,50,33,16,\N,01:39.8,209.458,13
3,352,6,\N,R,17,0,47,44,12,\N,01:36.1,217.517,22
16,352,15,\N,R,18,0,44,43,13,\N,01:36.3,217.041,44
9,352,3,\N,R,19,0,2,2,19,\N,02:41.4,129.541,36
807,352,9,\N,R,20,0,0,\N,\N,\N,\N,\N,3
13,352,12,\N,R,21,0,0,\N,\N,\N,\N,\N,3
808,352,13,\N,R,22,0,0,\N,\N,\N,\N,\N,3
24,352,17,\N,R,23,0,0,\N,\N,\N,\N,\N,3
810,352,21,\N,R,24,0,0,\N,\N,\N,\N,\N,22
4,353,3,1,1,1,25,55,42,1,10100810,01:50.3,183.335,1
1,353,4,2,2,2,18,55,42,3,10115809,01:50.4,183.048,1
13,353,6,3,3,3,15,55,44,4,10131678,01:50.5,182.928,1
30,353,9,4,4,4,12,55,43,8,10140498,01:51.8,180.748,1
9,353,8,5,5,5,10,55,45,7,10148544,01:51.6,181.122,1
24,353,17,6,6,6,8,55,45,5,10154381,01:51.4,181.501,1
22,353,10,7,7,7,6,55,45,6,10170067,01:51.6,181.187,1
155,353,12,8,8,8,4,55,42,14,10178699,01:53.1,178.748,1
2,353,13,9,9,9,2,55,42,15,10180917,01:53.3,178.469,1
807,353,11,10,10,10,1,55,43,10,10181661,01:52.0,180.511,1
153,353,15,11,11,11,0,55,43,9,10184956,01:52.0,180.543,1
18,353,7,12,12,12,0,55,42,11,10190749,01:52.2,180.171,1
5,353,21,13,13,13,0,54,43,16,\N,01:55.0,175.746,11
811,353,24,14,14,14,0,53,30,20,\N,01:59.3,169.452,12
29,353,23,15,15,15,0,53,36,19,\N,01:58.3,170.851,12
16,353,14,\N,R,16,0,46,40,12,\N,01:52.6,179.518,4
20,353,1,\N,R,17,0,45,44,2,\N,01:50.4,183.139,5
808,353,20,\N,R,18,0,39,39,13,\N,01:53.0,178.835,3
10,353,19,\N,R,19,0,31,29,18,\N,01:58.1,171.157,4
67,353,16,\N,R,20,0,30,27,17,\N,01:56.8,173.112,4
810,353,22,\N,R,21,0,25,25,23,\N,02:02.6,164.83,3
15,353,18,\N,R,22,0,25,20,24,\N,02:05.2,161.503,9
17,353,2,\N,R,23,0,18,18,21,\N,02:00.0,168.414,3
3,353,5,\N,R,24,0,18,18,22,\N,02:00.7,167.539,4
20,354,2,1,1,1,25,71,70,6,5591803,01:14.3,208.828,1
17,354,3,2,2,2,18,71,69,4,5596046,01:14.0,209.493,1
4,354,5,3,3,3,15,71,67,2,5598610,01:13.9,210.038,1
1,354,4,4,4,4,12,71,66,1,5606437,01:13.9,210.049,1
18,354,11,5,5,5,10,71,71,3,5607396,01:13.9,209.819,1
3,354,13,6,6,6,8,71,65,5,5627123,01:14.2,209.107,1
30,354,8,7,7,7,6,71,71,12,5635259,01:15.2,206.229,1
807,354,1,8,8,8,4,70,70,8,\N,01:15.0,206.873,11
9,354,7,9,9,9,2,70,61,11,\N,01:15.2,206.388,11
155,354,12,10,10,10,1,70,65,7,\N,01:14.7,207.529,11
153,354,14,11,11,11,0,70,68,16,\N,01:15.7,204.932,11
16,354,22,12,12,12,0,70,64,9,\N,01:15.0,206.84,11
67,354,19,13,13,13,0,70,69,17,\N,01:15.9,204.285,11
22,354,6,14,14,14,0,70,69,13,\N,01:15.2,206.207,11
13,354,9,15,15,15,0,70,69,14,\N,01:15.3,205.925,11
808,354,10,16,16,16,0,70,70,15,\N,01:15.5,205.503,11
2,354,15,17,17,17,0,70,68,10,\N,01:15.1,206.644,11
5,354,20,18,18,18,0,69,69,20,\N,01:17.2,201.039,12
15,354,18,19,19,19,0,69,69,21,\N,01:17.3,200.636,12
10,354,17,20,20,20,0,69,66,23,\N,01:17.7,199.657,12
811,354,24,21,21,21,0,69,66,24,\N,01:17.7,199.565,12
32,354,23,22,22,22,0,65,63,22,\N,01:17.7,199.67,16
810,354,21,\N,N,23,0,62,60,18,\N,01:16.8,202.071,19
24,354,16,\N,R,24,0,49,37,19,\N,01:16.9,201.616,3
20,355,1,1,1,1,25,55,50,4,5976837,01:41.7,196.526,1
1,355,2,2,2,2,18,55,47,1,5986999,01:41.3,197.428,1
18,355,4,3,3,3,15,55,48,2,5987884,01:41.6,196.725,1
3,355,9,4,4,4,12,55,52,3,6007584,01:41.7,196.58,1
9,355,11,5,5,5,10,55,51,5,6015863,01:41.8,196.499,1
808,355,10,6,6,6,8,55,52,8,6020357,01:42.3,195.427,1
4,355,3,7,7,7,6,55,52,7,6020634,01:42.2,195.588,1
17,355,5,8,8,8,4,55,52,6,6021080,01:42.2,195.647,1
153,355,17,9,9,9,2,55,49,15,6027038,01:42.7,194.636,1
13,355,6,10,10,10,1,55,52,14,6027705,01:42.7,194.64,1
2,355,14,11,11,11,0,55,52,12,6028388,01:42.7,194.738,1
22,355,7,12,12,12,0,55,50,11,6034523,01:42.7,194.746,1
16,355,13,13,13,13,0,55,52,13,6035162,01:42.7,194.696,1
155,355,12,14,14,14,0,55,53,16,6036395,01:42.7,194.624,1
67,355,18,15,15,15,0,55,50,10,6040015,01:42.6,194.928,1
807,355,15,16,16,16,0,55,51,9,6041600,01:42.4,195.263,1
5,355,20,17,17,17,0,54,52,17,\N,01:45.4,189.739,11
810,355,22,18,18,18,0,53,50,19,\N,01:46.1,188.402,12
811,355,23,19,19,19,0,53,52,20,\N,01:46.3,188.173,12
32,355,24,20,20,20,0,53,44,21,\N,01:46.6,187.483,12
15,355,19,21,21,21,0,51,42,18,\N,01:46.0,188.663,65
10,355,21,\N,R,22,0,43,39,22,\N,01:46.8,187.148,6
30,355,8,\N,R,23,0,0,\N,\N,\N,\N,\N,4
24,355,16,\N,R,24,0,0,\N,\N,\N,\N,\N,4
20,841,1,1,1,1,25,58,44,4,5370259,01:29.8,212.488,1
1,841,2,2,2,2,18,58,41,8,5392556,01:30.3,211.382,1
808,841,6,3,3,3,15,58,55,7,5400819,01:30.1,211.969,1
4,841,5,4,4,4,12,58,49,2,5402031,01:29.5,213.336,1
17,841,3,5,5,5,10,58,50,3,5408430,01:29.6,213.066,1
18,841,4,6,6,6,8,58,49,5,5424563,01:29.9,212.396,1
13,841,8,7,7,7,6,58,55,1,5455445,01:28.9,214.631,1
67,841,10,8,8,8,4,57,44,11,\N,01:30.8,210.167,11
16,841,16,9,9,9,2,57,55,13,\N,01:31.5,208.583,11
814,841,14,10,10,10,1,57,40,14,\N,01:31.9,207.641,11
153,841,12,11,11,11,0,57,41,10,\N,01:30.5,211.025,11
2,841,18,12,12,12,0,57,43,15,\N,01:32.4,206.661,11
15,841,20,13,13,13,0,56,52,16,\N,01:32.6,206.275,12
816,841,22,14,14,14,0,54,44,19,\N,01:34.5,201.969,14
10,841,21,\N,N,15,0,49,48,22,\N,01:35.8,199.3,19
22,841,17,\N,R,16,0,48,47,12,\N,01:31.4,208.861,7
3,841,7,\N,R,17,0,22,21,17,\N,01:33.5,204.173,4
5,841,19,\N,R,18,0,19,19,20,\N,01:34.9,201.129,47
30,841,11,\N,R,19,0,19,13,21,\N,01:35.3,200.283,4
813,841,15,\N,R,20,0,9,7,18,\N,01:34.1,202.873,7
155,841,9,\N,D,21,0,58,51,9,\N,01:30.4,211.218,2
815,841,13,\N,D,22,0,58,39,6,\N,01:30.0,212.209,2
20,842,1,1,1,1,25,56,33,6,5859832,01:41.5,196.523,1
18,842,4,2,2,2,18,56,50,4,5863093,01:41.3,197.057,1
2,842,6,3,3,3,15,56,47,7,5884907,01:41.5,196.508,1
17,842,3,4,4,4,12,56,46,1,5886216,01:40.6,198.415,1
13,842,7,5,5,5,10,56,41,9,5896790,01:42.0,195.637,1
4,842,5,6,6,6,8,56,49,2,5897080,01:40.7,198.127,1
155,842,10,7,7,7,6,56,39,10,5926271,01:42.1,195.453,1
1,842,2,8,8,8,4,56,54,5,5929789,01:41.5,196.575,1
30,842,11,9,9,9,2,56,45,11,5944728,01:42.5,194.698,1
814,842,14,10,10,10,1,56,48,13,5951395,01:42.9,193.956,1
16,842,17,11,11,11,0,55,34,14,5961211,01:43.0,193.786,11
3,842,9,12,12,12,0,55,45,8,\N,01:41.8,196.062,11
67,842,12,13,13,13,0,55,36,12,\N,01:42.7,194.379,11
153,842,13,14,14,14,0,55,37,17,\N,01:43.7,192.346,11
5,842,19,15,15,15,0,55,43,16,\N,01:43.7,192.47,11
10,842,21,16,16,16,0,54,50,20,\N,01:45.4,189.401,12
808,842,8,17,17,17,0,52,49,3,\N,01:41.1,197.466,3
24,842,23,\N,R,18,0,46,42,23,\N,01:46.5,187.332,88
816,842,22,\N,R,19,0,42,41,19,\N,01:45.3,189.421,3
15,842,20,\N,R,20,0,31,23,18,\N,01:45.3,189.54,8
815,842,16,\N,R,21,0,23,19,15,\N,01:43.3,193.177,3
22,842,15,\N,R,22,0,22,10,21,\N,01:45.5,189.116,6
39,842,24,\N,R,23,0,14,5,24,\N,01:49.4,182.427,128
813,842,18,\N,R,24,0,8,5,22,\N,01:45.7,188.806,129
1,843,3,1,1,1,25,56,48,2,5818226,01:40.4,195.424,1
20,843,1,2,2,2,18,56,47,8,5823424,01:41.3,193.677,1
17,843,18,3,3,3,15,56,42,1,5825781,01:39.0,198.232,1
18,843,2,4,4,4,12,56,39,3,5828226,01:40.6,195.021,1
3,843,4,5,5,5,10,56,41,5,5831674,01:41.2,193.974,1
13,843,6,6,6,6,8,56,39,10,5834066,01:41.7,192.997,1
4,843,5,7,7,7,6,56,41,15,5848848,01:42.1,192.256,1
30,843,14,8,8,8,4,56,46,6,5849252,01:41.2,193.88,1
808,843,10,9,9,9,2,56,50,7,5875630,01:41.3,193.792,1
155,843,13,10,10,10,1,56,32,17,5881499,01:42.6,191.306,1
814,843,8,11,11,11,0,56,45,18,5886983,01:42.6,191.237,1
