,driverId,raceId,grid,position,positionText,positionOrder,points,laps,fastestLap,rank,race_ms,fastestLapTime,fastestLapSpeed,statusId
22612,3,930,1,1,1,1,25.0,66,53,2,6072555,1:29.109,188.061,1
22613,1,930,2,2,2,2,18.0,66,54,1,6090106,1:28.270,189.849,1
22614,20,930,3,3,3,3,15.0,66,61,6,6117897,1:30.737,184.687,1
22615,822,930,4,4,4,4,12.0,66,44,5,6131772,1:30.711,184.740,1
22616,8,930,7,5,5,5,10.0,66,47,3,6132557,1:29.931,186.342,1
22617,13,930,9,6,6,6,8.0,66,51,4,6153869,1:30.374,185.429,1
22618,817,930,10,7,7,7,6.0,65,56,8,\N,1:31.124,183.903,11
22619,154,930,11,8,8,8,4.0,65,46,15,\N,1:31.945,182.261,11
22620,832,930,5,9,9,9,2.0,65,62,9,\N,1:31.156,183.838,11
22621,826,930,8,10,10,10,1.0,65,40,11,\N,1:31.887,182.376,11
22622,830,930,6,11,11,11,0.0,65,46,12,\N,1:31.896,182.358,11
22623,831,930,15,12,12,12,0.0,65,41,13,\N,1:31.928,182.294,11
22624,815,930,18,13,13,13,0.0,65,38,14,\N,1:31.932,182.286,11
22625,828,930,16,14,14,14,0.0,65,52,16,\N,1:32.222,181.713,11
22626,807,930,17,15,15,15,0.0,65,51,7,\N,1:30.888,184.380,11
22627,18,930,14,16,16,16,0.0,65,46,10,\N,1:31.162,183.826,11
22628,829,930,19,17,17,17,0.0,63,49,19,\N,1:33.655,178.933,13
22629,833,930,20,18,18,18,0.0,62,51,20,\N,1:34.211,177.877,14
22630,813,930,12,\N,R,19,0.0,45,17,17,\N,1:32.912,180.364,3
22631,4,930,13,\N,R,20,0.0,26,23,18,\N,1:33.387,179.446,23
22632,3,931,2,1,1,1,25.0,78,76,2,6558420,1:18.599,152.841,1
22633,20,931,3,2,2,2,18.0,78,75,4,6562906,1:18.854,152.347,1
22634,1,931,1,3,3,3,15.0,78,42,3,6564473,1:18.676,152.692,1
22635,826,931,5,4,4,4,12.0,78,75,7,6570385,1:19.130,151.815,1
22636,817,931,4,5,5,5,10.0,78,74,1,6572028,1:18.063,153.891,1
22637,8,931,6,6,6,6,8.0,78,74,10,6572765,1:19.651,150.822,1
22638,815,931,7,7,7,7,6.0,78,74,11,6573433,1:19.657,150.811,1
22639,18,931,10,8,8,8,4.0,78,76,9,6574483,1:19.490,151.128,1
22640,831,931,14,9,9,9,2.0,78,76,15,6582046,1:20.017,150.133,1
22641,832,931,0,10,10,10,1.0,78,48,13,6583476,1:19.816,150.511,1
22642,807,931,11,11,11,11,0.0,78,46,14,6584652,1:19.921,150.313,1
22643,154,931,15,12,12,12,0.0,78,40,17,6586835,1:20.483,149.263,1
22644,828,931,17,13,13,13,0.0,78,75,8,6589579,1:19.285,151.519,1
22645,822,931,16,14,14,14,0.0,78,74,6,6604209,1:18.944,152.173,1
22646,13,931,12,15,15,15,0.0,77,72,12,\N,1:19.764,150.609,11
22647,833,931,19,16,16,16,0.0,76,47,18,\N,1:21.715,147.013,12
22648,829,931,18,17,17,17,0.0,76,58,20,\N,1:22.693,145.274,12
22649,830,931,9,\N,R,18,0.0,62,49,5,\N,1:18.873,152.310,3
22650,4,931,13,\N,R,19,0.0,41,36,16,\N,1:20.459,149.308,6
22651,813,931,8,\N,R,20,0.0,5,3,19,\N,1:22.271,146.019,23
22652,1,932,1,1,1,1,25.0,70,64,3,5513145,1:17.472,202.648,1
22653,3,932,2,2,2,2,18.0,70,63,5,5515430,1:17.637,202.218,1
22654,822,932,4,3,3,3,15.0,70,67,6,5553811,1:17.922,201.478,1
22655,8,932,3,4,4,4,12.0,70,42,1,5558770,1:16.987,203.925,1
22656,20,932,18,5,5,5,10.0,70,59,2,5563048,1:17.105,203.613,1
22657,13,932,15,6,6,6,8.0,70,64,4,5569526,1:17.553,202.437,1
22658,813,932,6,7,7,7,6.0,70,51,10,5579809,1:18.385,200.288,1
22659,807,932,7,8,8,8,4.0,69,66,9,\N,1:18.238,200.664,11
22660,826,932,8,9,9,9,2.0,69,69,8,\N,1:18.048,201.153,11
22661,154,932,5,10,10,10,1.0,69,51,7,\N,1:17.969,201.356,11
22662,815,932,10,11,11,11,0.0,69,49,14,\N,1:18.889,199.008,11
22663,832,932,11,12,12,12,0.0,69,61,12,\N,1:18.811,199.205,11
22664,817,932,9,13,13,13,0.0,69,67,16,\N,1:19.060,198.578,11
22665,828,932,12,14,14,14,0.0,69,58,15,\N,1:18.890,199.006,11
22666,830,932,19,15,15,15,0.0,69,50,11,\N,1:18.616,199.699,11
22667,831,932,14,16,16,16,0.0,68,47,17,\N,1:19.088,198.507,12
22668,829,932,17,17,17,17,0.0,66,38,19,\N,1:20.707,194.525,14
22669,833,932,16,\N,R,18,0.0,57,37,20,\N,1:20.804,194.292,31
22670,18,932,20,\N,R,19,0.0,54,49,13,\N,1:18.856,199.092,31
22671,4,932,13,\N,R,20,0.0,44,41,18,\N,1:19.580,197.280,5
22672,3,933,2,1,1,1,25.0,71,35,1,5416930,1:11.235,218.622,1
22673,1,933,1,2,2,2,18.0,71,60,2,5425730,1:11.475,217.888,1
22674,13,933,4,3,3,3,15.0,71,58,4,5434503,1:11.613,217.468,1
22675,20,933,3,4,4,4,12.0,71,44,3,5435111,1:11.499,217.815,1
22676,822,933,6,5,5,5,10.0,71,52,7,5470534,1:12.248,215.557,1
22677,807,933,5,6,6,6,8.0,71,62,12,5481005,1:12.541,214.686,1
22678,813,933,10,7,7,7,6.0,70,58,6,\N,1:11.785,216.947,11
22679,830,933,7,8,8,8,4.0,70,64,9,\N,1:12.349,215.256,11
22680,815,933,13,9,9,9,2.0,70,58,10,\N,1:12.377,215.173,11
22681,817,933,18,10,10,10,1.0,70,69,5,\N,1:11.689,217.238,11
22682,831,933,8,11,11,11,0.0,70,57,14,\N,1:13.050,213.190,11
22683,826,933,15,12,12,12,0.0,70,54,8,\N,1:12.316,215.354,11
22684,828,933,11,13,13,13,0.0,69,56,11,\N,1:12.516,214.760,12
22685,833,933,16,14,14,14,0.0,68,58,16,\N,1:14.939,207.817,13
22686,154,933,9,\N,R,15,0.0,35,34,13,\N,1:12.881,213.685,6
22687,832,933,12,\N,R,16,0.0,35,28,15,\N,1:13.234,212.655,75
22688,18,933,20,\N,R,17,0.0,8,5,17,\N,1:52.208,138.792,31
22689,829,933,17,\N,R,18,0.0,1,\N,0,\N,\N,\N,44
22690,8,933,14,\N,R,19,0.0,0,\N,0,\N,\N,\N,4
22691,4,933,19,\N,R,20,0.0,0,\N,0,\N,\N,\N,4
22692,1,934,1,1,1,1,25.0,52,29,1,5487729,1:37.093,218.425,1
22693,3,934,2,2,2,2,18.0,52,24,2,5498685,1:37.403,217.730,1
22694,20,934,6,3,3,3,15.0,52,31,6,5513172,1:37.707,217.053,1
22695,13,934,3,4,4,4,12.0,52,26,3,5524568,1:37.466,217.589,1
22696,822,934,4,5,5,5,10.0,52,32,5,5550923,1:37.513,217.484,1
22697,826,934,7,6,6,6,8.0,52,28,7,5551684,1:37.910,216.603,1
22698,807,934,9,7,7,7,6.0,52,32,9,5566473,1:38.296,215.752,1
22699,8,934,5,8,8,8,4.0,51,31,4,\N,1:37.493,217.529,11
22700,815,934,11,9,9,9,2.0,51,25,10,\N,1:38.466,215.379,11
22701,4,934,17,10,10,10,1.0,51,30,12,\N,1:38.883,214.471,11
22702,828,934,15,11,11,11,0.0,51,31,8,\N,1:38.131,216.115,11
22703,833,934,20,12,12,12,0.0,49,26,15,\N,1:42.324,207.259,13
22704,829,934,19,13,13,13,0.0,49,28,14,\N,1:41.919,208.082,13
22705,832,934,8,\N,R,14,0.0,31,26,11,\N,1:38.697,214.875,10
22706,817,934,10,\N,R,15,0.0,21,14,13,\N,1:39.940,212.203,10
22707,830,934,13,\N,R,16,0.0,3,3,16,\N,2:20.776,150.647,20
22708,813,934,14,\N,R,18,0.0,0,\N,0,\N,\N,\N,4
22709,18,934,18,\N,R,19,0.0,0,\N,0,\N,\N,\N,4
22710,154,934,12,\N,R,17,0.0,0,\N,0,\N,\N,\N,4
22711,831,934,16,\N,W,20,0.0,0,\N,0,\N,\N,\N,6
22712,20,936,3,1,1,1,25.0,69,63,5,6369985,1:26.772,181.759,1
22713,826,936,7,2,2,2,18.0,69,57,4,6385733,1:26.519,182.290,1
22714,817,936,4,3,3,3,15.0,69,68,1,6395069,1:24.821,185.939,1
22715,830,936,9,4,4,4,12.0,69,62,11,6414236,1:27.650,179.938,1
22716,4,936,15,5,5,5,10.0,69,67,10,6419064,1:27.311,180.637,1
22717,1,936,1,6,6,6,8.0,69,68,3,6422010,1:25.727,183.974,1
22718,154,936,10,7,7,7,6.0,69,60,14,6428563,1:28.080,179.059,1
22719,3,936,2,8,8,8,4.0,69,68,2,6428861,1:25.149,185.223,1
22720,18,936,16,9,9,9,2.0,69,65,17,6437013,1:28.535,178.139,1
22721,828,936,17,10,10,10,1.0,69,60,12,6439115,1:28.004,179.214,1
22722,831,936,18,11,11,11,0.0,69,51,15,6443443,1:28.268,178.678,1
22723,13,936,8,12,12,12,0.0,69,59,6,6444263,1:26.864,181.566,1
22724,822,936,6,13,13,13,0.0,69,51,8,6450213,1:27.058,181.161,1
22725,813,936,14,14,14,14,0.0,69,62,9,6455127,1:27.130,181.012,1
22726,833,936,19,15,15,15,0.0,67,59,20,\N,1:29.868,175.497,12
22727,829,936,20,16,16,16,0.0,65,56,19,\N,1:29.543,176.134,14
22728,832,936,12,\N,R,17,0.0,60,38,18,\N,1:28.611,177.986,10
22729,8,936,5,\N,R,18,0.0,55,24,7,\N,1:26.954,181.378,131
22730,815,936,13,\N,R,19,0.0,53,51,16,\N,1:28.499,178.212,22
22731,807,936,11,\N,R,20,0.0,41,38,13,\N,1:28.074,179.072,33
22732,1,937,1,1,1,1,25.0,43,34,2,5020387,1:52.504,224.120,1
22733,3,937,2,2,2,2,18.0,43,34,1,5022445,1:52.416,224.295,1
22734,154,937,9,3,3,3,15.0,43,37,12,5058375,1:54.779,219.677,1
22735,826,937,12,4,4,4,12.0,43,29,3,5066079,1:53.032,223.073,1
22736,815,937,4,5,5,5,10.0,43,29,13,5074384,1:54.796,219.645,1
22737,13,937,6,6,6,6,8.0,43,23,8,5075670,1:54.093,220.998,1
22738,8,937,16,7,7,7,6.0,43,30,9,5076090,1:54.517,220.180,1
22739,830,937,18,8,8,8,4.0,43,36,4,5076463,1:53.276,222.592,1
22740,822,937,3,9,9,9,2.0,43,23,10,5081427,1:54.646,219.932,131
22741,828,937,13,10,10,10,1.0,43,30,7,5111621,1:54.022,221.136,1
22742,831,937,14,11,11,11,0.0,43,29,6,5122698,1:53.991,221.196,1
22743,20,937,8,12,12,12,0.0,42,29,14,\N,1:55.316,218.654,27
22744,4,937,20,13,13,13,0.0,42,34,5,\N,1:53.692,221.778,11
22745,18,937,19,14,14,14,0.0,42,38,15,\N,1:55.533,218.244,11
22746,833,937,17,15,15,15,0.0,42,32,18,\N,1:58.174,213.366,11
22747,829,937,15,16,16,16,0.0,42,33,17,\N,1:58.150,213.410,11
22748,832,937,10,\N,R,17,0.0,32,25,11,\N,1:54.680,219.867,131
22749,817,937,5,\N,R,18,0.0,19,2,16,\N,1:56.263,216.873,131
22750,813,937,7,\N,R,19,0.0,2,\N,0,\N,\N,\N,5
22751,807,937,11,\N,W,20,0.0,0,\N,0,\N,\N,\N,75
22752,1,938,1,1,1,1,25.0,53,48,1,4680688,1:26.672,240.617,1
22753,20,938,3,2,2,2,18.0,53,52,3,4705730,1:27.376,238.678,1
22754,13,938,5,3,3,3,15.0,53,31,8,4728323,1:27.874,237.326,1
22755,822,938,6,4,4,4,12.0,53,49,6,4728684,1:27.525,238.272,1
22756,8,938,2,5,5,5,10.0,53,43,7,4749548,1:27.584,238.111,1
22757,815,938,7,6,6,6,8.0,53,46,10,4753471,1:28.140,236.609,1
22758,807,938,9,7,7,7,6.0,52,36,14,\N,1:28.913,234.552,11
22759,817,938,19,8,8,8,4.0,52,50,9,\N,1:28.065,236.811,11
22760,828,938,12,9,9,9,2.0,52,22,12,\N,1:28.516,235.604,11
22761,826,938,18,10,10,10,1.0,52,39,11,\N,1:28.231,236.365,11
22762,832,938,17,11,11,11,0.0,52,38,5,\N,1:27.510,238.313,11
22763,830,938,20,12,12,12,0.0,52,35,4,\N,1:27.390,238.640,11
22764,831,938,17,13,13,13,0.0,52,51,13,\N,1:28.653,235.240,11
22765,18,938,15,14,14,14,0.0,52,33,16,\N,1:29.766,232.324,11
22766,829,938,13,15,15,15,0.0,51,51,17,\N,1:31.098,228.927,12
22767,833,938,14,16,16,16,0.0,51,29,18,\N,1:31.311,228.393,12
22768,3,938,4,17,17,17,0.0,50,43,2,\N,1:27.067,239.525,13
22769,4,938,16,18,18,18,0.0,47,42,15,\N,1:29.285,233.575,16
22770,154,938,8,\N,R,19,0.0,1,\N,0,\N,\N,\N,130
22771,813,938,10,\N,R,20,0.0,1,\N,0,\N,\N,\N,130
22772,20,939,1,1,1,1,25.0,61,53,2,7282118,1:50.069,165.659,1
22773,817,939,2,2,2,2,18.0,61,52,1,7283596,1:50.041,165.701,1
22774,8,939,3,3,3,3,15.0,61,48,5,7299272,1:50.341,165.251,1
22775,3,939,6,4,4,4,12.0,61,50,7,7306838,1:50.934,164.368,1
22776,822,939,7,5,5,5,10.0,61,49,10,7316322,1:51.342,163.765,1
22777,826,939,4,6,6,6,8.0,61,36,8,7317626,1:51.109,164.109,1
22778,815,939,13,7,7,7,6.0,61,44,12,7332954,1:51.970,162.847,1
22779,830,939,8,8,8,8,4.0,61,43,4,7333568,1:50.298,165.315,1
22780,832,939,14,9,9,9,2.0,61,43,6,7334978,1:50.401,165.161,1
22781,831,939,16,10,10,10,1.0,61,36,15,7372163,1:52.566,161.984,1
22782,828,939,17,11,11,11,0.0,61,30,11,7379625,1:51.594,163.395,1
22783,813,939,18,12,12,12,0.0,61,57,3,7379836,1:50.175,165.500,1
22784,154,939,10,13,13,13,0.0,59,28,13,\N,1:52.353,162.292,27
22785,834,939,20,14,14,14,0.0,59,43,19,\N,1:55.312,158.127,12
22786,829,939,19,15,15,15,0.0,59,45,20,\N,1:55.890,157.338,12
22787,18,939,15,\N,R,16,0.0,52,43,9,\N,1:51.167,164.023,6
22788,4,939,12,\N,R,17,0.0,33,27,16,\N,1:53.325,160.900,6
22789,1,939,5,\N,R,18,0.0,32,24,14,\N,1:52.505,162.072,37
22790,13,939,9,\N,R,19,0.0,30,19,17,\N,1:53.666,160.417,6
22791,807,939,11,\N,R,20,0.0,12,6,18,\N,1:53.868,160.132,4
22792,1,940,2,1,1,1,25.0,53,33,1,5286508,1:36.145,217.434,1
22793,3,940,1,2,2,2,18.0,53,31,2,5305472,1:37.147,215.191,1
22794,20,940,4,3,3,3,15.0,53,32,3,5307358,1:37.906,213.523,1
22795,8,940,6,4,4,4,12.0,53,32,4,5320276,1:38.035,213.242,1
22796,822,940,3,5,5,5,10.0,53,41,8,5323254,1:38.241,212.795,1
22797,807,940,13,6,6,6,8.0,53,43,9,5342067,1:38.331,212.600,1
22798,154,940,8,7,7,7,6.0,53,35,6,5358806,1:38.167,212.955,1
22799,813,940,11,8,8,8,4.0,53,39,5,5360083,1:38.136,213.022,1
22800,830,940,17,9,9,9,2.0,53,32,7,5381823,1:38.237,212.803,1
22801,832,940,10,10,10,10,1.0,52,16,13,\N,1:38.686,211.835,11
22802,4,940,12,11,11,11,0.0,52,45,16,\N,1:39.614,209.862,11
22803,815,940,9,12,12,12,0.0,52,50,11,\N,1:38.591,212.039,11
22804,826,940,20,13,13,13,0.0,52,36,10,\N,1:38.366,212.524,11
22805,828,940,15,14,14,14,0.0,52,28,15,\N,1:39.343,210.434,11
22806,817,940,7,15,15,15,0.0,52,32,14,\N,1:38.898,211.381,11
22807,18,940,14,16,16,16,0.0,52,31,18,\N,1:40.121,208.799,11
22808,13,940,5,17,17,17,0.0,51,51,12,\N,1:38.595,212.031,12
22809,834,940,19,18,18,18,0.0,51,35,20,\N,1:41.467,206.029,12
22810,829,940,18,19,19,19,0.0,50,44,19,\N,1:41.452,206.060,13
22811,831,940,16,\N,R,20,0.0,49,39,17,\N,1:40.088,208.868,31
22812,1,941,2,1,1,1,25.0,53,44,3,5831024,1:40.573,209.328,1
22813,20,941,4,2,2,2,18.0,53,51,1,5836977,1:40.071,210.378,1
22814,815,941,7,3,3,3,15.0,53,48,9,5859942,1:41.772,206.862,1
22815,13,941,15,4,4,4,12.0,53,48,4,5869855,1:40.881,208.689,1
22816,8,941,5,8,8,8,4.0,53,48,2,5903382,1:40.294,209.910,1
22817,831,941,12,6,6,6,8.0,53,52,6,5887532,1:41.372,207.678,1
22818,813,941,14,7,7,7,6.0,53,52,7,5892112,1:41.507,207.402,1
22819,18,941,13,9,9,9,2.0,53,53,13,5910491,1:43.068,204.261,1
22820,830,941,9,10,10,10,1.0,53,45,15,5919448,1:43.265,203.871,1
22821,4,941,19,11,11,11,0.0,53,29,12,5922234,1:42.639,205.115,1
22822,822,941,3,12,12,12,0.0,52,45,5,\N,1:41.134,208.167,4
22823,833,941,18,13,13,13,0.0,52,50,17,\N,1:45.049,200.409,11
22824,829,941,17,14,14,14,0.0,51,50,16,\N,1:44.926,200.644,12
22825,817,941,10,15,15,15,0.0,47,43,10,\N,1:41.888,206.626,22
22826,832,941,20,\N,R,16,0.0,45,44,11,\N,1:42.258,205.879,23
22827,154,941,8,\N,R,17,0.0,11,7,18,\N,1:45.266,199.996,3
22828,3,941,1,\N,R,18,0.0,7,6,14,\N,1:43.133,204.132,37
22829,807,941,6,\N,R,19,0.0,0,\N,0,\N,\N,\N,4
22830,828,941,17,\N,R,20,0.0,0,\N,0,\N,\N,\N,4
22831,1,942,2,1,1,1,25.0,56,48,2,6652703,1:40.738,197.014,1
22832,826,941,11,5,5,5,10.0,53,\N,0,5878590,\N,\N,1
22833,3,942,1,2,2,2,18.0,56,49,1,6655553,1:40.666,197.154,1
22834,20,942,13,3,3,3,15.0,56,52,3,6656084,1:41.330,195.863,1
22835,830,942,8,4,4,4,12.0,56,51,9,6675062,1:43.172,192.366,1
22836,815,942,5,5,5,5,10.0,56,54,7,6677116,1:43.010,192.668,1
22837,18,942,11,6,6,6,8.0,56,50,8,6680761,1:43.026,192.638,1
22838,832,942,20,7,7,7,6.0,56,51,5,6683322,1:42.660,193.325,1
22839,813,942,12,8,8,8,4.0,56,51,6,6684976,1:42.849,192.970,1
22840,831,942,15,9,9,9,2.0,56,54,12,6692960,1:44.407,190.090,1
22841,817,942,3,10,10,10,1.0,56,53,4,6706074,1:41.980,194.614,1
22842,4,942,9,11,11,11,0.0,56,55,11,6707519,1:44.323,190.243,1
22843,834,942,17,12,12,12,0.0,56,50,16,6727980,1:48.173,183.472,1
22844,826,942,4,\N,R,13,0.0,41,41,10,\N,1:43.728,191.335,3
22845,807,942,6,\N,R,14,0.0,35,24,13,\N,1:45.095,188.846,3
22846,828,942,14,\N,R,15,0.0,25,24,15,\N,1:47.381,184.825,31
22847,8,942,18,\N,R,16,0.0,25,24,14,\N,1:46.186,186.905,135
22848,13,942,7,\N,R,17,0.0,23,22,17,\N,1:48.231,183.374,31
22849,154,942,10,\N,R,18,0.0,10,8,18,\N,1:59.612,165.926,31
22850,822,942,16,\N,R,19,0.0,5,3,19,\N,2:31.939,130.623,31
22851,829,942,19,\N,R,20,0.0,1,\N,0,\N,\N,\N,31
22852,3,943,1,1,1,1,25.0,71,67,1,6155038,1:20.521,192.426,1
22853,1,943,2,2,2,2,18.0,71,67,2,6156992,1:20.723,191.945,1
22854,822,943,6,3,3,3,15.0,71,68,4,6169630,1:21.585,189.917,1
22855,826,943,4,4,4,4,12.0,71,69,3,6171610,1:21.549,190.001,1
22856,817,943,5,5,5,5,10.0,71,70,5,6174720,1:21.625,189.824,1
22857,13,943,7,6,6,6,8.0,71,71,7,6176531,1:22.009,188.935,1
22858,807,943,10,7,7,7,6.0,71,69,9,6180898,1:22.391,188.059,1
22859,815,943,9,8,8,8,4.0,71,51,12,6189381,1:22.757,187.227,1
22860,830,943,8,9,9,9,2.0,71,70,10,6190267,1:22.603,187.576,1
22861,154,943,12,10,10,10,1.0,71,69,13,6192972,1:22.893,186.920,1
22862,813,943,13,11,11,11,0.0,71,70,14,6193576,1:22.963,186.762,1
22863,828,943,14,12,12,12,0.0,71,62,11,6195218,1:22.716,187.320,1
22864,832,943,11,13,13,13,0.0,71,46,8,6203810,1:22.172,188.560,1
22865,18,943,20,14,14,14,0.0,71,49,15,6204252,1:23.006,186.666,1
22866,834,943,16,15,15,15,0.0,69,69,18,\N,1:25.005,182.276,12
22867,829,943,17,16,16,16,0.0,69,67,19,\N,1:25.540,181.136,12
22868,831,943,15,\N,R,17,0.0,57,48,16,\N,1:23.350,185.895,23
22869,20,943,3,\N,R,18,0.0,50,48,6,\N,1:21.847,189.309,3
22870,8,943,19,\N,R,19,0.0,21,20,17,\N,1:24.054,184.338,4
22871,4,943,18,\N,R,20,0.0,1,\N,0,\N,\N,\N,31
22872,3,944,1,1,1,1,25.0,71,57,2,5469090,1:14.957,206.950,1
22873,1,944,2,2,2,2,18.0,71,51,1,5476846,1:14.832,207.296,1
22874,20,944,3,3,3,3,15.0,71,57,3,5483334,1:15.046,206.705,1
22875,8,944,4,4,4,4,12.0,71,48,4,5516633,1:15.416,205.691,1
22876,822,944,7,5,5,5,10.0,70,61,10,\N,1:16.039,204.005,11
22877,807,944,5,6,6,6,8.0,70,66,16,\N,1:16.774,202.052,11
22878,826,944,6,7,7,7,6.0,70,41,14,\N,1:16.500,202.776,11
22879,154,944,14,8,8,8,4.0,70,57,5,\N,1:15.739,204.813,11
22880,830,944,9,9,9,9,2.0,70,56,9,\N,1:15.972,204.185,11
22881,813,944,15,10,10,10,1.0,70,63,13,\N,1:16.354,203.164,11
22882,817,944,19,11,11,11,0.0,70,56,11,\N,1:16.313,203.273,11
22883,815,944,11,12,12,12,0.0,70,53,8,\N,1:15.970,204.191,11
22884,831,944,13,13,13,13,0.0,70,41,17,\N,1:16.794,202.000,11
22885,18,944,16,14,14,14,0.0,70,53,12,\N,1:16.321,203.252,11
22886,4,944,20,15,15,15,0.0,70,54,15,\N,1:16.519,202.726,11
22887,828,944,12,16,16,16,0.0,69,57,7,\N,1:15.789,204.678,12
22888,829,944,18,17,17,17,0.0,67,42,19,\N,1:19.098,196.116,14
22889,834,944,17,18,18,18,0.0,67,43,18,\N,1:18.617,197.316,14
22890,832,944,10,\N,R,19,0.0,0,\N,0,\N,\N,\N,31
22891,13,944,8,\N,E,20,0.0,70,57,6,\N,1:15.743,204.803,96
22892,3,945,1,1,1,1,25.0,55,37,5,5910175,1:45.356,189.779,1
22893,1,945,2,2,2,2,18.0,55,44,1,5918446,1:44.517,191.302,1
22894,8,945,3,3,3,3,15.0,55,47,4,5929605,1:44.942,190.528,1
22895,20,945,15,4,4,4,12.0,55,48,2,5953910,1:44.550,191.242,1
22896,815,945,4,5,5,5,10.0,55,30,8,5974127,1:45.892,188.818,1
22897,817,945,5,6,6,6,8.0,55,46,9,5975185,1:46.305,188.085,1
22898,807,945,7,7,7,7,6.0,55,29,16,6003793,1:47.064,186.751,1
22899,13,945,8,8,8,8,4.0,55,33,14,6007926,1:46.984,186.891,1
22900,154,945,18,9,9,9,2.0,55,47,7,6008376,1:45.859,188.877,1
22901,826,945,9,10,10,10,1.0,55,27,13,6012546,1:46.882,187.069,1
22902,832,945,10,11,11,11,0.0,55,38,15,6013700,1:46.998,186.867,1
22903,18,945,12,12,12,12,0.0,54,29,17,\N,1:47.509,185.978,11
22904,822,945,6,13,13,13,0.0,54,45,11,\N,1:46.464,187.804,11
22905,828,945,17,14,14,14,0.0,54,48,12,\N,1:46.517,187.710,11
22906,831,945,14,15,15,15,0.0,54,46,10,\N,1:46.424,187.874,11
22907,830,945,11,16,16,16,0.0,54,40,6,\N,1:45.746,189.079,11
22908,4,945,16,17,17,17,0.0,53,52,3,\N,1:44.796,190.793,12
22909,829,945,19,18,18,18,0.0,53,53,18,\N,1:49.610,182.414,12
22910,833,945,20,19,19,19,0.0,52,26,19,\N,1:51.213,179.784,13
22911,813,945,13,\N,R,20,0.0,0,\N,0,\N,\N,\N,4
22912,3,948,2,1,1,1,25.0,57,21,3,6495565,1:30.557,210.815,1
22913,1,948,1,2,2,2,18.0,57,48,4,6503625,1:30.646,210.608,1
22914,20,948,3,3,3,3,15.0,57,23,2,6505208,1:29.951,212.235,1
22915,817,948,8,4,4,4,12.0,57,49,1,6519895,1:28.997,214.510,1
22916,13,948,6,5,5,5,10.0,57,39,9,6554544,1:32.288,206.861,1
22917,154,948,19,6,6,6,8.0,57,48,17,6567646,1:32.862,205.582,1
22918,807,948,10,7,7,7,6.0,57,49,16,6569764,1:32.833,205.646,1
22919,822,948,16,8,8,8,4.0,57,51,14,6570718,1:32.725,205.886,1
22920,832,948,7,9,9,9,2.0,57,23,7,6571245,1:31.671,208.253,1
22921,830,948,5,10,10,10,1.0,57,44,6,6572398,1:31.516,208.606,1
22922,835,948,13,11,11,11,0.0,57,14,18,6578964,1:32.955,205.376,1
22923,825,948,14,12,12,12,0.0,57,45,10,6581171,1:32.452,206.494,1
22924,815,948,9,13,13,13,0.0,57,39,15,6587264,1:32.780,205.764,1
22925,18,948,12,14,14,14,0.0,56,33,8,\N,1:31.684,208.223,11
22926,831,948,17,15,15,15,0.0,56,48,13,\N,1:32.711,205.917,11
22927,836,948,21,16,16,16,0.0,56,34,12,\N,1:32.673,206.001,11
22928,828,948,15,\N,R,17,0.0,38,15,21,\N,1:33.892,203.327,5
22929,8,948,4,\N,R,18,0.0,21,21,5,\N,1:30.701,210.480,5
22930,837,948,22,\N,R,19,0.0,17,15,20,\N,1:33.847,203.424,26
22931,821,948,20,\N,R,20,0.0,16,4,19,\N,1:32.998,205.281,4
22932,4,948,11,\N,R,21,0.0,16,14,11,\N,1:32.553,206.268,4
22933,826,948,18,\N,W,22,0.0,0,\N,0,\N,\N,\N,31
22934,3,949,2,1,1,1,25.0,57,41,1,5614696,1:34.482,206.210,1
22935,8,949,4,2,2,2,18.0,57,39,3,5624978,1:35.158,204.745,1
22936,1,949,1,3,3,3,15.0,57,43,2,5644844,1:34.677,205.785,1
22937,817,949,5,4,4,4,12.0,57,44,9,5677190,1:36.064,202.814,1
22938,154,949,9,5,5,5,10.0,57,42,11,5692995,1:36.095,202.749,1
22939,830,949,10,6,6,6,8.0,57,49,7,5695625,1:35.504,204.004,1
22940,826,949,15,7,7,7,6.0,56,36,8,\N,1:35.678,203.633,11
22941,13,949,7,8,8,8,4.0,56,31,16,\N,1:37.560,199.704,11
22942,822,949,6,9,9,9,2.0,56,37,15,\N,1:37.077,200.698,11
22943,838,949,12,10,10,10,1.0,56,44,12,\N,1:36.121,202.694,11
22944,825,949,22,11,11,11,0.0,56,40,14,\N,1:36.730,201.418,11
22945,828,949,17,12,12,12,0.0,56,32,17,\N,1:38.003,198.802,11
22946,836,949,16,13,13,13,0.0,56,43,6,\N,1:35.448,204.123,11
22947,831,949,21,14,14,14,0.0,56,49,5,\N,1:35.360,204.312,11
22948,807,949,8,15,15,15,0.0,56,53,4,\N,1:35.188,204.681,11
22949,815,949,18,16,16,16,0.0,56,39,10,\N,1:36.067,202.808,11
22950,837,949,20,17,17,17,0.0,56,47,13,\N,1:36.685,201.512,11
22951,832,949,11,\N,R,18,0.0,29,22,18,\N,1:38.408,197.983,31
22952,821,949,13,\N,R,19,0.0,9,2,19,\N,1:39.341,196.124,31
22953,18,949,14,\N,R,20,0.0,6,3,20,\N,1:39.427,195.954,131
22954,20,949,3,\N,W,21,0.0,0,\N,0,\N,\N,\N,5
22955,835,949,19,\N,W,22,0.0,0,\N,0,\N,\N,\N,9
